"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"P30140","ProteinReference","ThiH","Database of Interacting Proteins:DIP-6869N;EcoCyc:THIH-MONOMER;EcoliWiki:b3990;MODBASE:P30140;NCBI Reference Sequences Database:NP_418417;Pride:P30140;Protein Model Portal:P30140;Protein Ontology:PRO_000024057;SWISS-MODEL:P30140;UniProt:P30140","InterPro:IPR007197;InterPro:IPR010722;InterPro:IPR012726;InterPro:IPR013785;Panther:PTHR43583:SF1;Pfam:PF04055;Pfam:PF06968;Smart:SM00876"
"P77718","ProteinReference","ThiI","Database of Interacting Proteins:DIP-10985N;EcoCyc:THII-MONOMER;EcoliWiki:b0423;MODBASE:P77718;NCBI Reference Sequences Database:NP_414957;Pride:P77718;Protein Model Portal:P77718;Protein Ontology:PRO_000024058;SWISS-MODEL:P77718;UniProt:P77718","InterPro:IPR001763;InterPro:IPR003720;InterPro:IPR004114;InterPro:IPR014729;InterPro:IPR020536;InterPro:IPR026340;Pfam:PF02568;Pfam:PF02926;Prosite:PS50206;Prosite:PS51165;Smart:SM00981"
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"met","SmallMoleculeReference","met","CAS:63-68-3;ChEBI:CHEBI:57844;EcoCyc:MET;HMDB:HMDB00696;IAF1260:met__L;KEGG LIGAND:C00073;MetaboLights:MTBLC57844;PubChem-compound:6992087;RefMet:Methionine",NA
"P30137","ProteinReference","ThiE","Database of Interacting Proteins:DIP-10983N;EcoCyc:THIE-MONOMER;EcoliWiki:b3993;MODBASE:P30137;Mint:MINT-1247897;NCBI Reference Sequences Database:NP_418421;Pride:P30137;Protein Model Portal:P30137;Protein Ontology:PRO_000024054;SWISS-MODEL:P30137;UniProt:P30137","InterPro:IPR013785;InterPro:IPR022998;InterPro:IPR034291;Pfam:PF02581"
"(2R)-2-hydroxy-3-(phosphooxy)-propanal","SmallMoleculeReference",NA,"CAS:591-57-1;ChEBI:CHEBI:59776;EcoCyc:GAP;HMDB:HMDB01112;IAF1260:g3p;KEGG LIGAND:C00118;PubChem-compound:24794350;RefMet:Glyceraldehyde-3-phosphate",NA
"fluoropyruvate","SmallMoleculeReference",NA,"ChEBI:CHEBI:55522;ChemSpider:4296367;EcoCyc:CPD0-1353;PubChem-compound:5121664",NA
"adenosine-monophosphate","SmallMoleculeReference",NA,"CAS:61-19-8;ChEBI:CHEBI:456215;ChemSpider:10239183;EcoCyc:AMP;HMDB:HMDB00045;IAF1260:amp;KEGG LIGAND:C00020;MetaboLights:MTBLC456215;NCI Open DB:20264;PubChem-compound:15938965;RefMet:AMP",NA
"maleic acid N-ethylimide","SmallMoleculeReference",NA,"ChEBI:CHEBI:44485;ChemSpider:4209;DrugBank:DB02967;EcoCyc:N-ETHYLMALEIMIDE;KEGG LIGAND:C02441;PubChem-compound:4362;RefMet:N-ethylmaleimide",NA
"P30138","ProteinReference","ThiF","EcoCyc:THIF-MONOMER;EcoliWiki:b3992;MODBASE:P30138;NCBI Reference Sequences Database:NP_418420;Pride:P30138;Protein Model Portal:P30138;Protein Ontology:PRO_000024055;SWISS-MODEL:P30138;UniProt:P30138","InterPro:IPR000594;InterPro:IPR012731;Pfam:PF00899;Protein Data Bank:1ZFN;Protein Data Bank:1ZKM;Protein Data Bank:1ZUD"
"carbon dioxide","SmallMoleculeReference",NA,"CAS:124-38-9;ChEBI:CHEBI:16526;ChemSpider:274;EcoCyc:CARBON-DIOXIDE;HMDB:HMDB01967;IAF1260:co2;KEGG LIGAND:C00011;MetaboLights:MTBLC16526;PubChem-compound:280;UMBBD Compound:c0131",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
"p-hydroxytoluene","SmallMoleculeReference",NA,"CAS:106-44-5;ChEBI:CHEBI:17847;ChemSpider:13285340;DrugBank:DB01688;EcoCyc:CPD-108;HMDB:HMDB01858;KEGG LIGAND:C01468;MetaboLights:MTBLC17847;PubChem-compound:2879;RefMet:P-Cresol",NA
"P30139","ProteinReference","ThiG","Database of Interacting Proteins:DIP-6868N;EcoCyc:THIG-MONOMER;EcoliWiki:b3991;MODBASE:P30139;Mint:MINT-1289283;NCBI Reference Sequences Database:NP_418418;Pride:P30139;Protein Model Portal:P30139;Protein Ontology:PRO_000024056;SWISS-MODEL:P30139;Swiss-Model:P30139;UniProt:P30139","InterPro:IPR008867;InterPro:IPR013785;InterPro:IPR033983;Pfam:PF05690"
"rubidium ion","SmallMoleculeReference",NA,"ChEBI:CHEBI:49847;ChemSpider:94865;EcoCyc:RB+;HMDB:HMDB01327;KEGG LIGAND:C17061;PubChem-compound:105153",NA
"CO","SmallMoleculeReference","CO","CAS:630-08-0;ChEBI:CHEBI:17245;ChemSpider:275;EcoCyc:CARBON-MONOXIDE;HMDB:HMDB01361;KEGG LIGAND:C00237;MetaboLights:MTBLC17245;PubChem-compound:281",NA
"P30136","ProteinReference","ThiC","Database of Interacting Proteins:DIP-10982N;EcoCyc:THIC-MONOMER;EcoliWiki:b3994;NCBI Reference Sequences Database:NP_418422;Pride:P30136;Protein Model Portal:P30136;Protein Ontology:PRO_000024052;SWISS-MODEL:P30136;UniProt:P30136","InterPro:IPR002817;InterPro:IPR025747;Panther:PTHR30557:SF2;Pfam:PF01964;Pfam:PF13667"
"an [L-cysteine desulfurase] L-cysteine persulfide","SmallMoleculeReference",NA,"EcoCyc:L-Cysteine-Desulfurase-persulfide",NA
"(4-carboxyphenyl)-chloro-mercury","SmallMoleculeReference",NA,"ChEBI:CHEBI:28420;ChemSpider:10606363;EcoCyc:CPD-29;KEGG LIGAND:C03444;PubChem-compound:21226146",NA
"HMP-P","SmallMoleculeReference","HMP-P","ChEBI:CHEBI:58354;EcoCyc:AMINO-HYDROXYMETHYL-METHYL-PYR-P;IAF1260:4ampm;KEGG LIGAND:C04556;PubChem-compound:25244846",NA
