"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"D-fructuronate","used-to-produce","aldehydo-D-glucuronate",NA,NA,"null"
"D-fructuronate","used-to-produce","DPN-ox",NA,NA,"null"
"D-fructuronate","chemical-affects","P0A6L7",NA,"4351434;4402917;4564054;6296052;6755169","null"
"D-fructuronate","consumption-controlled-by","P39160",NA,"14401695;15358357;195622;4351435;4402996","null"
"D-fructuronate","reacts-with","hydrogen ion",NA,NA,"null"
"D-fructuronate","used-to-produce","mannonate",NA,NA,"null"
"D-fructuronate","reacts-with","nicotinamide adenine dinucleotide reduced",NA,NA,"null"
"D-galacturonic acid","chemical-affects","P24215",NA,"22796868;3038546;4581499;6759855","null"
"D-glucopyranuronate","used-to-produce","aldehydo-D-glucuronate",NA,NA,"null"
"DPN-ox","used-to-produce","D-fructuronate",NA,NA,"null"
"DPN-ox","chemical-affects","P39160",NA,"14401695;15358357;195622;4351435;4402996","null"
"DPN-ox","used-to-produce","hydrogen ion",NA,NA,"null"
"DPN-ox","reacts-with","mannonate",NA,NA,"null"
"DPN-ox","used-to-produce","nicotinamide adenine dinucleotide reduced",NA,NA,"null"
"DPN-ox","used-to-produce","tagaturonate",NA,NA,"null"
"Fe++","chemical-affects","P24215",NA,"22796868;3038546;4581499;6759855","null"
"Fe++","chemical-affects","P42604",NA,"13831814;3038546;6450743;6759855","null"
"GlcA","chemical-affects","P24215",NA,"22796868;3038546;4581499;6759855","null"
"Guronamin","chemical-affects","P24215",NA,"22796868;3038546;4581499;6759855","null"
"H2O","used-to-produce","D-glucopyranuronate",NA,NA,"null"
"H2O","consumption-controlled-by","P05804",NA,"11388802;21051639;23690068;24684619;3105604;3534890;4607717;4970455;6276362","null"
"H2O","used-to-produce","alcohol",NA,NA,"null"
"H2O","reacts-with","an acceptor beta;-D-glucuronoside",NA,NA,"null"
"KDGP","used-to-produce","(2R)-2-hydroxy-3-(phosphooxy)-propanal",NA,NA,"null"
"KDGP","used-to-produce","BTS",NA,NA,"null"
"KDGP","consumption-controlled-by","P0A955",NA,"11094340;4936448","null"
"Mg+2","chemical-affects","P39160",NA,"14401695;15358357;195622;4351435;4402996","null"
"Mn2+","chemical-affects","P24215",NA,"22796868;3038546;4581499;6759855","null"
"Mn2+","chemical-affects","P39160",NA,"14401695;15358357;195622;4351435;4402996","null"
"Mn2+","chemical-affects","P42604",NA,"13831814;3038546;6450743;6759855","null"
"P05804","controls-production-of","D-glucopyranuronate",NA,"11388802;21051639;23690068;24684619;3105604;3534890;4607717;4970455;6276362","null"
"P05804","controls-production-of","alcohol",NA,"11388802;21051639;23690068;24684619;3105604;3534890;4607717;4970455;6276362","null"
"P0A6L7","controls-production-of","D-altronate",NA,"4351434;4402917;4564054;6296052;6755169","null"
"P0A6L7","controls-production-of","DPN-ox",NA,"4351434;4402917;4564054;6296052;6755169","null"
"P0A6L7","catalysis-precedes","P42604",NA,"13831814;3038546;4351434;4402917;4564054;6296052;6450743;6755169;6759855","null"
"P0A8G3","controls-production-of","D-fructuronate",NA,"13794771;15358357;4594308","null"
"P0A8G3","catalysis-precedes","P0A6L7",NA,"13628636;13794771;4351434;4402917;4564054;4594308;6296052;6755169","null"
"P0A8G3","catalysis-precedes","P39160",NA,"13794771;14401695;15358357;195622;4351435;4402996;4594308","null"
"P0A8G3","controls-production-of","tagaturonate",NA,"13628636;13794771;4594308","null"
"P0A955","controls-production-of","(2R)-2-hydroxy-3-(phosphooxy)-propanal",NA,"11094340;4936448","null"
"P0A955","controls-production-of","BTS",NA,"11094340;4936448","null"
"P24215","controls-production-of","2-keto-3-deoxy-D-gluconic acid",NA,"22796868;3038546;4581499;6759855","null"
"P24215","controls-production-of","H2O",NA,"22796868;3038546;4581499;6759855","null"
"P24215","catalysis-precedes","P05804",NA,"11388802;21051639;22796868;23690068;24684619;3038546;3105604;3534890;4581499;4607717;4970455;6276362;6759855","null"
"P24215","catalysis-precedes","P37647",NA,"13813474;22796868;3038546;4581499;4944816;6759855","null"
"P37647","controls-production-of","KDGP",NA,"13813474;4944816","null"
"P37647","catalysis-precedes","P0A6L7",NA,"13813474;4351434;4402917;4564054;4944816;6296052;6755169","null"
"P37647","catalysis-precedes","P0A955",NA,"11094340;13813474;4936448;4944816","null"
"P37647","catalysis-precedes","P39160",NA,"13813474;14401695;15358357;195622;4351435;4402996;4944816","null"
"P37647","controls-production-of","adenosine-5-diphosphate",NA,"13813474;4944816","null"
"P37647","controls-production-of","hydrogen ion",NA,"13813474;4944816","null"
"P39160","controls-production-of","DPN-ox",NA,"14401695;15358357;195622;4351435;4402996","null"
"P39160","catalysis-precedes","P24215",NA,"14401695;15358357;195622;22796868;3038546;4351435;4402996;4581499;6759855","null"
"P39160","controls-production-of","mannonate",NA,"14401695;15358357;195622;4351435;4402996","null"
"P42604","controls-production-of","2-keto-3-deoxy-D-gluconic acid",NA,"13831814;3038546;6450743;6759855","null"
"P42604","controls-production-of","H2O",NA,"13831814;3038546;6450743;6759855","null"
"P42604","catalysis-precedes","P05804",NA,"11388802;13831814;21051639;23690068;24684619;3038546;3105604;3534890;4607717;4970455;6276362;6450743;6759855","null"
"P42604","catalysis-precedes","P37647",NA,"13813474;13831814;3038546;4944816;6450743;6759855","null"
"Zn(II)","chemical-affects","P0A8G3",NA,"13628636;13794771;4594308","null"
"Zn(II)","chemical-affects","P39160",NA,"14401695;15358357;195622;4351435;4402996","null"
"adenosine-5'-triphosphate","used-to-produce","KDGP",NA,NA,"null"
"adenosine-5'-triphosphate","consumption-controlled-by","P37647",NA,"13813474;4944816","null"
"adenosine-5'-triphosphate","chemical-affects","P39160",NA,"14401695;15358357;195622;4351435;4402996","null"
"adenosine-5'-triphosphate","used-to-produce","adenosine-5-diphosphate",NA,NA,"null"
"adenosine-5'-triphosphate","used-to-produce","hydrogen ion",NA,NA,"null"
"an acceptor beta;-D-glucuronoside","used-to-produce","D-glucopyranuronate",NA,NA,"null"
"an acceptor beta;-D-glucuronoside","consumption-controlled-by","P05804",NA,"11388802;21051639;23690068;24684619;3105604;3534890;4607717;4970455;6276362","null"
"an acceptor beta;-D-glucuronoside","used-to-produce","alcohol",NA,NA,"null"
"cyanide salts","chemical-affects","P0A8G3",NA,"13628636;13794771;15358357;4594308","null"
"cys","chemical-affects","P0A8G3",NA,"13628636;13794771;15358357;4594308","null"
"ethylenediaminetetraacetate","chemical-affects","P0A8G3",NA,"13628636;13794771;15358357;4594308","null"
"hydrogen ion","used-to-produce","D-altronate",NA,NA,"null"
"hydrogen ion","used-to-produce","DPN-ox",NA,NA,"null"
"hydrogen ion","consumption-controlled-by","P0A6L7",NA,"4351434;4402917;4564054;6296052;6755169","null"
"hydrogen ion","consumption-controlled-by","P39160",NA,"14401695;15358357;195622;4351435;4402996","null"
"hydrogen ion","used-to-produce","mannonate",NA,NA,"null"
"hydrogen ion","reacts-with","nicotinamide adenine dinucleotide reduced",NA,NA,"null"
"hydrogen ion","reacts-with","tagaturonate",NA,NA,"null"
"maltonic acid","chemical-affects","P24215",NA,"22796868;3038546;4581499;6759855","null"
"mannonate","used-to-produce","2-keto-3-deoxy-D-gluconic acid",NA,NA,"null"
"mannonate","used-to-produce","D-fructuronate",NA,NA,"null"
"mannonate","used-to-produce","H2O",NA,NA,"null"
"mannonate","chemical-affects","P0A6L7",NA,"4351434;4402917;4564054;6296052;6755169","null"
"mannonate","consumption-controlled-by","P24215",NA,"22796868;3038546;4581499;6759855","null"
"mannonate","used-to-produce","hydrogen ion",NA,NA,"null"
"mannonate","used-to-produce","nicotinamide adenine dinucleotide reduced",NA,NA,"null"
"meglumine","chemical-affects","P24215",NA,"22796868;3038546;4581499;6759855","null"
"nicotinamide adenine dinucleotide reduced","used-to-produce","D-altronate",NA,NA,"null"
"nicotinamide adenine dinucleotide reduced","used-to-produce","DPN-ox",NA,NA,"null"
"nicotinamide adenine dinucleotide reduced","consumption-controlled-by","P0A6L7",NA,"4351434;4402917;4564054;6296052;6755169","null"
"nicotinamide adenine dinucleotide reduced","consumption-controlled-by","P39160",NA,"14401695;15358357;195622;4351435;4402996","null"
"nicotinamide adenine dinucleotide reduced","used-to-produce","mannonate",NA,NA,"null"
"nicotinamide adenine dinucleotide reduced","reacts-with","tagaturonate",NA,NA,"null"
"tagaturonate","used-to-produce","aldehydo-D-galacturonate",NA,NA,"null"
"tagaturonate","used-to-produce","D-altronate",NA,NA,"null"
"tagaturonate","used-to-produce","DPN-ox",NA,NA,"null"
"tagaturonate","consumption-controlled-by","P0A6L7",NA,"4351434;4402917;4564054;6296052;6755169","null"
"tagaturonate","chemical-affects","P24215",NA,"22796868;3038546;4581499;6759855","null"
