"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"adenosine-5'-triphosphate","used-to-produce","6-p gluconate",NA,NA,"null"
"adenosine-5'-triphosphate","consumption-controlled-by","P39208",NA,"3040894","null"
"adenosine-5'-triphosphate","consumption-controlled-by","P46859",NA,"8655507;8925917","null"
"adenosine-5'-triphosphate","used-to-produce","adenosine-5-diphosphate",NA,NA,"null"
"adenosine-5'-triphosphate","used-to-produce","hydrogen ion",NA,NA,"null"
"adenosine-5'-triphosphate","reacts-with","maltonic acid",NA,NA,"null"
"hydrogen ion","used-to-produce","beta;-NAD(P)+",NA,NA,"null"
"hydrogen ion","used-to-produce","2-dehydro-D-gluconate",NA,NA,"null"
"hydrogen ion","used-to-produce","2-dehydro-L-gulonate",NA,NA,"null"
"hydrogen ion","used-to-produce","5-keto-D-gluconic acid",NA,NA,"null"
"hydrogen ion","used-to-produce","L-idonic acid",NA,NA,"null"
"hydrogen ion","used-to-produce","NADP-ox",NA,NA,"null"
"hydrogen ion","consumption-controlled-by","P0A9P9",NA,"10427017;9658018","null"
"hydrogen ion","consumption-controlled-by","P30863",NA,"10427017","null"
"hydrogen ion","consumption-controlled-by","P37666",NA,"11237876;9811658","null"
"hydrogen ion","consumption-controlled-by","Q46857",NA,"10427017","null"
"hydrogen ion","used-to-produce","maltonic acid",NA,NA,"null"
"maltonic acid","used-to-produce","5-keto-D-gluconic acid",NA,NA,"null"
"maltonic acid","used-to-produce","6-p gluconate",NA,NA,"null"
"maltonic acid","used-to-produce","NAD(P)H",NA,NA,"null"
"maltonic acid","consumption-controlled-by","P39208",NA,"3040894","null"
"maltonic acid","consumption-controlled-by","P46859",NA,"8655507;8925917","null"
"maltonic acid","used-to-produce","adenosine-5-diphosphate",NA,NA,"null"
"maltonic acid","used-to-produce","hydrogen ion",NA,NA,"null"
