#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q83YM6	uniprotkb:Q93ZM9	-	refseq:NP_568287	psi-mi:q83ym6_pseaj|psi-mi:avrPphE|uniprotkb:avrPphE|uniprotkb:hopX1|uniprotkb:Q83YM6|uniprotkb:Q83YM6_PSEAJ|intact:EBI-16093655|icrogid:163187153|crogid:NPRE3wOHQRH+Ib4GM9WNrn4jpH4322|irogid:163187153|rogid:NPRE3wOHQRH+Ib4GM9WNrn4jpH4322	psi-mi:tif9_arath|psi-mi:TIFY9|uniprotkb:TIFY9|uniprotkb:C0JPT8|uniprotkb:Q3E9I1|uniprotkb:Q3E9I2|uniprotkb:Q9LYV4|uniprotkb:JAS1|uniprotkb:JAZ10|uniprotkb:Protein JASMONATE-ASSOCIATED 1|uniprotkb:Jasmonate ZIM domain-containing protein 10|uniprotkb:Protein JAZ10|uniprotkb:T31B5.40|uniprotkb:At5g13220|uniprotkb:Q93ZM9|uniprotkb:TIF9_ARATH|intact:EBI-2312172|icrogid:3388041|hgnc:JAZ10|entrezgene/locuslink:831162|crogid:OJZjC7ucrTaH/bgM1vbeKl9D8SM3702|irogid:3388041|rogid:OJZjC7ucrTaH/bgM1vbeKl9D8SM3702	psi-mi:"MI:0096"(pull down)	Gimenez-Ibanez, S. et al.(2014)|Gimenez-Ibanez et al. (2014)|gimenez_ibanez-2014-12	pubmed:24558350|doi:10.1371/journal.pbio.1001792|imex:IM-22349	taxid:322(Pseudomonas amygdali pv. tabaci)	taxid:3702(Arabidopsis thaliana)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)|psi-mi:"MI:0469"(intact)	dip:DIP-195889E|intact:EBI-16093948	intact-miscore:0.40|hpr:10|lpr:10|np:1
uniprotkb:Q9S7M2	uniprotkb:Q83YM6	refseq:NP_565096	-	psi-mi:ti10b_arath|psi-mi:TIFY10B|uniprotkb:TIFY10B|uniprotkb:Q8LBU1|uniprotkb:JAZ2|uniprotkb:F9E10.20|uniprotkb:F25A4.8|uniprotkb:At1g74950|uniprotkb:Jasmonate ZIM domain-containing protein 2|uniprotkb:Q9S7M2|uniprotkb:TI10B_ARATH|intact:EBI-1792563|icrogid:3169837|hgnc:TIFY10B|entrezgene/locuslink:843834|crogid:N9E12TcuzX6+VQX3YcV6PWm5B1M3702|irogid:3169837|rogid:N9E12TcuzX6+VQX3YcV6PWm5B1M3702	psi-mi:q83ym6_pseaj|psi-mi:avrPphE|uniprotkb:avrPphE|uniprotkb:hopX1|uniprotkb:Q83YM6|uniprotkb:Q83YM6_PSEAJ|intact:EBI-16093655|icrogid:163187153|crogid:NPRE3wOHQRH+Ib4GM9WNrn4jpH4322|irogid:163187153|rogid:NPRE3wOHQRH+Ib4GM9WNrn4jpH4322	psi-mi:"MI:0096"(pull down)	Gimenez-Ibanez, S. et al.(2014)|Gimenez-Ibanez et al. (2014)|gimenez_ibanez-2014-8	pubmed:24558350|doi:10.1371/journal.pbio.1001792|imex:IM-22349	taxid:3702(Arabidopsis thaliana)	taxid:322(Pseudomonas amygdali pv. tabaci)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)|psi-mi:"MI:0469"(intact)	dip:DIP-195881E|intact:EBI-16093853	intact-miscore:0.40|hpr:10|lpr:10|np:1
uniprotkb:Q52430	uniprotkb:O64973	-	refseq:NP_001184970	psi-mi:avrp3_psesh|psi-mi:avrPph3|uniprotkb:avrPph3|uniprotkb:Q52430|uniprotkb:AVRP3_PSESH|intact:EBI-15620930|icrogid:224214785|crogid:jo5ksv+tZsmmIEQ83PoCUVgDyAI319|irogid:224214785|rogid:jo5ksv+tZsmmIEQ83PoCUVgDyAI319	psi-mi:rps5_arath|psi-mi:RPS5|uniprotkb:RPS5|uniprotkb:O81402|uniprotkb:O82098|uniprotkb:O82100|uniprotkb:Resistance to Pseudomonas syringae protein 5|uniprotkb:pNd3/pNd10|uniprotkb:T28K15.5|uniprotkb:At1g12220|uniprotkb:RPS5_ARATH|intact:EBI-15620767|icrogid:4438111|hgnc:RPS5|entrezgene/locuslink:837775|crogid:uVrwd7h7JhJBVJeD4r0JjT5l9Fc3702|refseq:NP_172686|irogid:4438111|rogid:uVrwd7h7JhJBVJeD4r0JjT5l9Fc3702	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ade, J. et al.(2007)|Ade et al. (2007)	pubmed:17277084|doi:10.1073/pnas.0608779104|imex:IM-22724	taxid:319(Pseudomonas savastanoi pv. phaseolicola)	taxid:3702(Arabidopsis thaliana)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(dip)	dip:DIP-197072E|dip:DIP-196639E|intact:EBI-15620944	intact-miscore:0.35|hpr:5|lpr:5|np:1
uniprotkb:Q52430	uniprotkb:Q9FE20	-	-	uniprotkb:avrPph3	uniprotkb:PBS1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ade, J. et al.(2007)	pubmed:17277084	taxid:319(Pseudomonas savastanoi pv. phaseolicola)	taxid:3702(Arabidopsis thaliana)	-	psi-mi:"MI:0465"(dip)	dip:DIP-196639E	-
uniprotkb:Q8RSY1	uniprotkb:P62980	refseq:NP_792881	-	psi-mi:hpab2_psesm|psi-mi:hopAB2|uniprotkb:hopAB2|uniprotkb:Q7C4D6|uniprotkb:avrPtoB|uniprotkb:PSPTO_3087|uniprotkb:Avirulence protein AvrPtoB|uniprotkb:Q8RSY1|uniprotkb:HPAB2_PSESM|intact:EBI-15569263|icrogid:601820|hgnc:hopAB2|entrezgene/locuslink:1184744|crogid:5DkeTu1Xhx/Yc5xxJoFPXSPtF2U223283|irogid:601820|rogid:5DkeTu1Xhx/Yc5xxJoFPXSPtF2U223283	psi-mi:rs27a_sollc|psi-mi:UBI3|uniprotkb:UBI3|uniprotkb:O82079|uniprotkb:P03993|uniprotkb:P27083|uniprotkb:P69318|uniprotkb:RPS27A|uniprotkb:P62980|uniprotkb:RS27A_SOLLC|intact:EBI-15569288|icrogid:260174826|hgnc:ubi3|entrezgene/locuslink:101256912|crogid:wzspMF8ZWzXmd2nP+wzwspK08RY4081|irogid:260174826|rogid:wzspMF8ZWzXmd2nP+wzwspK08RY4081	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0018"(two hybrid)	Abramovitch, RB. et al.(2006)|Abramovitch et al. (2006)|abramovitch-2006-1|abramovitch-2006-2|abramovitch-2006-3	pubmed:16477026|doi:10.1073/pnas.0507892103|imex:IM-23427	taxid:223283([Pseudomonas syringae] pv. tomato str. DC3000)	taxid:4081(Solanum lycopersicum)	psi-mi:"MI:0407"(direct interaction)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)|psi-mi:"MI:0469"(intact)	intact:EBI-15569312|intact:EBI-15569356|dip:DIP-197483E|intact:EBI-15569329	intact-miscore:0.53|hpr:2|lpr:2|np:1
uniprotkb:P62980	uniprotkb:Q9RBW3	-	-	psi-mi:rs27a_sollc|psi-mi:UBI3|uniprotkb:UBI3|uniprotkb:O82079|uniprotkb:P03993|uniprotkb:P27083|uniprotkb:P69318|uniprotkb:RPS27A|uniprotkb:P62980|uniprotkb:RS27A_SOLLC|intact:EBI-15569288|icrogid:260174826|hgnc:ubi3|entrezgene/locuslink:101256912|crogid:wzspMF8ZWzXmd2nP+wzwspK08RY4081|irogid:260174826|rogid:wzspMF8ZWzXmd2nP+wzwspK08RY4081	psi-mi:hpab1_psesh|psi-mi:hopAB1|uniprotkb:hopAB1|uniprotkb:virPphA|uniprotkb:Protein virPphA|uniprotkb:Q9RBW3|uniprotkb:HPAB1_PSESH|intact:EBI-15569375|icrogid:124562372|crogid:9FYvE4d/c8OuraRJOu4YTALxFhY319|irogid:124562372|rogid:9FYvE4d/c8OuraRJOu4YTALxFhY319	psi-mi:"MI:0018"(two hybrid)	Abramovitch, RB. et al.(2006)|Abramovitch et al. (2006)|abramovitch-2006-4	pubmed:16477026|doi:10.1073/pnas.0507892103|imex:IM-23427	taxid:4081(Solanum lycopersicum)	taxid:319(Pseudomonas savastanoi pv. phaseolicola)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)|psi-mi:"MI:0469"(intact)	dip:DIP-197484E|intact:EBI-15569390	intact-miscore:0.37|hpr:2|lpr:2|np:1
uniprotkb:Q9SE33	uniprotkb:P13835	refseq:NP_568762	-	psi-mi:rar1_arath|psi-mi:RAR1|uniprotkb:RAR1|uniprotkb:Q9FLI9|uniprotkb:At5g51700|uniprotkb:PBS2|uniprotkb:RPR2|uniprotkb:AtRAR1|uniprotkb:CHORD domain-containing protein RAR1|uniprotkb:Protein PPHB SUSCEPTIBLE 2|uniprotkb:Protein REQUIRED FOR MLA12 RESISTANCE 1|uniprotkb:MIO24.17|uniprotkb:Q9SE33|uniprotkb:RAR1_ARATH|intact:EBI-1781969|icrogid:467450|hgnc:PBS2|entrezgene/locuslink:835244|crogid:3pbUPad+EHPL9pU0ZSuba5DjcLo3702|irogid:467450|rogid:3pbUPad+EHPL9pU0ZSuba5DjcLo3702	psi-mi:avrb_psesg|psi-mi:avrB|uniprotkb:avrB|uniprotkb:P13835|uniprotkb:AVRB_PSESG|intact:EBI-15614278|icrogid:143496639|crogid:GBS5xRiVmaw0Np+syUyz5iM5J1o318|irogid:143496639|rogid:GBS5xRiVmaw0Np+syUyz5iM5J1o318	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Shang, Y. et al.(2006)|Shang et al. (2006)|shang-2006-2	pubmed:17148606|doi:10.1073/pnas.0607279103|imex:IM-24001	taxid:3702(Arabidopsis thaliana)	taxid:318(Pseudomonas savastanoi pv. glycinea)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)|psi-mi:"MI:0469"(intact)	intact:EBI-15614290|dip:DIP-198447E	intact-miscore:0.40|hpr:4|lpr:4|np:1
uniprotkb:P13835	uniprotkb:Q8GYN5	-	refseq:NP_189143	psi-mi:avrb_psesg|psi-mi:avrB|uniprotkb:avrB|uniprotkb:P13835|uniprotkb:AVRB_PSESG|intact:EBI-15614278|icrogid:143496639|crogid:GBS5xRiVmaw0Np+syUyz5iM5J1o318|irogid:143496639|rogid:GBS5xRiVmaw0Np+syUyz5iM5J1o318	psi-mi:rin4_arath|psi-mi:RIN4|uniprotkb:RIN4|uniprotkb:Q9LSG9|uniprotkb:MJL12_1|uniprotkb:At3g25070|uniprotkb:Q8GYN5|uniprotkb:RIN4_ARATH|intact:EBI-2270391|icrogid:836418|hgnc:RIN4|entrezgene/locuslink:822098|crogid:866TBTJ15xkWRyQgDr1O0IL7NXk3702|irogid:836418|rogid:866TBTJ15xkWRyQgDr1O0IL7NXk3702	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Shang, Y. et al.(2006)|Shang et al. (2006)|shang-2006-4	pubmed:17148606|doi:10.1073/pnas.0607279103|imex:IM-24001	taxid:318(Pseudomonas savastanoi pv. glycinea)	taxid:3702(Arabidopsis thaliana)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)|psi-mi:"MI:0469"(intact)	dip:DIP-198448E|intact:EBI-15614326	intact-miscore:0.40|hpr:4|lpr:4|np:1
uniprotkb:C0LGT6	uniprotkb:Q79LY0	refseq:NP_197548	refseq:NP_794465	psi-mi:efr_arath|psi-mi:EFR|uniprotkb:EFR|uniprotkb:Q0WWU8|uniprotkb:Q8S9I3|uniprotkb:Elongation factor Tu receptor|uniprotkb:F7C8.70|uniprotkb:At5g20480|uniprotkb:C0LGT6|uniprotkb:EFR_ARATH|intact:EBI-8801168|icrogid:1605542|hgnc:EFR|entrezgene/locuslink:832170|crogid:DQFaWFwd4v+Gb7XbMjVRA96rj/43702|irogid:1605542|rogid:DQFaWFwd4v+Gb7XbMjVRA96rj/43702	psi-mi:hopd2_psesm|psi-mi:hopD2|uniprotkb:hopD2|uniprotkb:Q87W44|uniprotkb:hopA01|uniprotkb:hopPtoD2|uniprotkb:PSPTO_4722|uniprotkb:Tyrosine-protein phosphatase hopPtoD2|uniprotkb:Q79LY0|uniprotkb:HOPD2_PSESM|intact:EBI-16096022|icrogid:161118656|hgnc:hopAO1|entrezgene/locuslink:1186405|crogid:MesxihUtoyGPBXACD8SL1QzgsHE223283|irogid:161118656|rogid:MesxihUtoyGPBXACD8SL1QzgsHE223283	psi-mi:"MI:0434"(phosphatase assay)|psi-mi:"MI:0007"(anti tag coimmunoprecipitation)|psi-mi:"MI:0018"(two hybrid)	Macho, AP. et al.(2014)|Macho et al. (2014)|macho-2014-4|macho-2014-5|macho-2014-6	pubmed:24625928|doi:10.1126/science.1248849|imex:IM-24679	taxid:3702(Arabidopsis thaliana)	taxid:223283([Pseudomonas syringae] pv. tomato str. DC3000)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0203"(dephosphorylation reaction)	psi-mi:"MI:0465"(dip)|psi-mi:"MI:0469"(intact)	intact:EBI-16096064|intact:EBI-16096085|dip:DIP-199438E|intact:EBI-16096106	intact-miscore:0.59|hpr:4|lpr:4|np:1
uniprotkb:Q9FL28	uniprotkb:Q79LY0	refseq:NP_199445	refseq:NP_794465	psi-mi:fls2_arath|psi-mi:FLS2|uniprotkb:FLS2|uniprotkb:Q0WVN3|uniprotkb:Q84WF4|uniprotkb:Protein FLAGELLIN-SENSING 2|uniprotkb:Protein FLAGELLIN-SENSITIVE 2|uniprotkb:MPL12.13|uniprotkb:MPL12.8|uniprotkb:At5g46330|uniprotkb:Q9FL28|uniprotkb:FLS2_ARATH|intact:EBI-1799448|icrogid:4737340|hgnc:FLS2|entrezgene/locuslink:834676|crogid:wpntbQg3bVWDjSQiJi1/+aThs7M3702|irogid:4737340|rogid:wpntbQg3bVWDjSQiJi1/+aThs7M3702	psi-mi:hopd2_psesm|psi-mi:hopD2|uniprotkb:hopD2|uniprotkb:Q87W44|uniprotkb:hopA01|uniprotkb:hopPtoD2|uniprotkb:PSPTO_4722|uniprotkb:Tyrosine-protein phosphatase hopPtoD2|uniprotkb:Q79LY0|uniprotkb:HOPD2_PSESM|intact:EBI-16096022|icrogid:161118656|hgnc:hopAO1|entrezgene/locuslink:1186405|crogid:MesxihUtoyGPBXACD8SL1QzgsHE223283|irogid:161118656|rogid:MesxihUtoyGPBXACD8SL1QzgsHE223283	psi-mi:"MI:0018"(two hybrid)	Macho, AP. et al.(2014)|Macho et al. (2014)|macho-2014-3	pubmed:24625928|doi:10.1126/science.1248849|imex:IM-24679	taxid:3702(Arabidopsis thaliana)	taxid:223283([Pseudomonas syringae] pv. tomato str. DC3000)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)|psi-mi:"MI:0469"(intact)	intact:EBI-16096042|dip:DIP-199440E	intact-miscore:0.37|hpr:4|lpr:4|np:1
uniprotkb:Q3KK32	uniprotkb:Q5ZXA3	-	-	psi-mi:q3kk32_psepf|psi-mi:lapF|uniprotkb:lapF|uniprotkb:Pfl01_0130|uniprotkb:Q3KK32|uniprotkb:Q3KK32_PSEPF|intact:EBI-6418902|icrogid:47074560|crogid:mwqWHcl3Jp/tcHCfP9uiS6hP0WQ205922|irogid:47074560|rogid:mwqWHcl3Jp/tcHCfP9uiS6hP0WQ205922	psi-mi:q5zxa3_legph|uniprotkb:lpg0829|uniprotkb:Q5ZXA3|uniprotkb:Q5ZXA3_LEGPH|intact:EBI-6418917|icrogid:31396085|hgnc:lpg0829|entrezgene/locuslink:19832395|crogid:HfY8/ItIUWki11VVFEn5BGQNRmA272624|irogid:31396085|rogid:HfY8/ItIUWki11VVFEn5BGQNRmA272624	psi-mi:"MI:0096"(pull down)	Chatterjee, D. et al.(2012)|Chatterjee et al. (2012)|chatterjee-2012-1	pubmed:22707706|imex:IM-18461	taxid:205922(Pseudomonas fluorescens Pf0-1)	taxid:272624(Legionella pneumophila subsp. pneumophila str. Philadelphia 1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)|psi-mi:"MI:0903"(mpidb)	intact:EBI-6418922|mpidb:MPIDB-INT-1854	intact-miscore:0.40|hpr:6|lpr:6|np:1
uniprotkb:Q3KK31	uniprotkb:Q5ZXA4	-	-	psi-mi:q3kk31_psepf|psi-mi:lapD|uniprotkb:lapD|uniprotkb:Pfl01_0131|uniprotkb:Q3KK31|uniprotkb:Q3KK31_PSEPF|intact:EBI-6418896|icrogid:52333660|crogid:xP50Ey5xhE5KrAR5NWj4dNJUSV4205922|irogid:52333660|rogid:xP50Ey5xhE5KrAR5NWj4dNJUSV4205922	psi-mi:q5zxa4_legph|uniprotkb:lpg0828|uniprotkb:Q5ZXA4|uniprotkb:Q5ZXA4_LEGPH|intact:EBI-6418932|icrogid:42958106|hgnc:lpg0828|entrezgene/locuslink:19832394|crogid:eiyLgtUPl0JklanIoZxMWFCa9sE272624|irogid:42958106|rogid:eiyLgtUPl0JklanIoZxMWFCa9sE272624	psi-mi:"MI:0096"(pull down)	Chatterjee, D. et al.(2012)|Chatterjee et al. (2012)|chatterjee-2012-1	pubmed:22707706|imex:IM-18461	taxid:205922(Pseudomonas fluorescens Pf0-1)	taxid:272624(Legionella pneumophila subsp. pneumophila str. Philadelphia 1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)|psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1853|intact:EBI-6418936	intact-miscore:0.40|hpr:6|lpr:6|np:1
uniprotkb:Q9FNA2	uniprotkb:Q9FNA2	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	-	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:F4J6V1	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At3g52250	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q8VZH2	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At4g33090|tair:APM1|tair:ATAPM1	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9SBA7	uniprotkb:Q9FNA2	-	-	tair:At5g26250	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:F4JB30	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At3g13060|tair:ECT5	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q9FRK8	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At1g75170	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:P42798	uniprotkb:Q9FNA2	-	-	tair:At5g59850	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:O82179	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At2g35120	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q9LTY6	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At3g27440|tair:UKL5	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q9ZUB3	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At1g23820|tair:SPDS1	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FIZ7	uniprotkb:Q9FNA2	-	-	tair:At5g37830|tair:OXP1	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q9LDZ0	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At5g09590|tair:HSC70-5|tair:MTHSC70-2	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q93Y91	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At1g34580	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q9M8R6	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At3g02740	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q9LSB1-2	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At3g18660|tair:GUX1|tair:PGSIP1	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:P25696	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At2g36530|tair:ENO2|tair:LOS2	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q8GYQ5	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At2g46070|tair:ATMPK12|tair:MAPK12|tair:MPK12	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q8VY05	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At4g34430|tair:ATSWI3D|tair:CHB3	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:B3H6H6	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At2g24960	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:F4JKH5	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At4g28070	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
uniprotkb:Q9FNA2	uniprotkb:Q8VYW6	-	-	tair:At5g13700|tair:APAO|tair:ATPAO1|tair:PAO1	tair:At4g39640|tair:GGT1	psi-mi:"MI:0064"(interologs mapping)	-	pubmed:17675552	taxid:3702	taxid:3702	psi-mi:"MI:1110"(predicted interaction)	psi-mi:"MI:2165"(BAR)	-	intact-miscore:0.9
biogrid:5224	biogrid:1903	-	-	entrez gene/locuslink:819889|entrez gene/locuslink:RPM1|entrez gene/locuslink:AT3G07040|entrez gene/locuslink:DISEASE RESISTANCE PROTEIN RPM1|entrez gene/locuslink:RESISTANCE TO P. SYRINGAE PV MACULICOLA 1|entrez gene/locuslink:RESISTANCE TO PSEUDOMONAS SYRINGAE 3|entrez gene/locuslink:RPS3	entrez gene/locuslink:816550|entrez gene/locuslink:RIN13|entrez gene/locuslink:AT2G20310|entrez gene/locuslink:F11A3.14|entrez gene/locuslink:F11A3_14|entrez gene/locuslink:RPM1 interacting protein 13	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0018"(two hybrid)	"Al-Daoude A (2005)"	pubmed:15722472	taxid:3702	taxid:3702	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:336066|biogrid:336065	-
biogrid:5224	biogrid:13913	-	-	entrez gene/locuslink:819889|entrez gene/locuslink:RPM1|entrez gene/locuslink:AT3G07040|entrez gene/locuslink:DISEASE RESISTANCE PROTEIN RPM1|entrez gene/locuslink:RESISTANCE TO P. SYRINGAE PV MACULICOLA 1|entrez gene/locuslink:RESISTANCE TO PSEUDOMONAS SYRINGAE 3|entrez gene/locuslink:RPS3	entrez gene/locuslink:828626|entrez gene/locuslink:RIN2|entrez gene/locuslink:AT4G25230|entrez gene/locuslink:F24A6.70|entrez gene/locuslink:F24A6_70|entrez gene/locuslink:RPM1 interacting protein 2	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0018"(two hybrid)	"Kawasaki T (2005)"	pubmed:16212605	taxid:3702	taxid:3702	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:337112|biogrid:337118	-
