#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0A855	uniprotkb:P09883	intact:EBI-7180728|uniprotkb:P19935|intact:MINT-7888580	intact:EBI-1029888	psi-mi:tolb_ecoli(display_long)|uniprotkb:tolB(gene name)|psi-mi:tolB(display_short)|uniprotkb:b0740(locus name)|uniprotkb:JW5100(locus name)	psi-mi:cea9_ecolx(display_long)|uniprotkb:col(gene name)|psi-mi:col(display_short)|uniprotkb:cei(gene name synonym)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Bonsor et al. (2009)	pubmed:19696740|imex:IM-14582|mint:MINT-7915008|doi:10.1038/emboj.2009.224	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:562(ecolx)|taxid:562(Escherichia coli)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-7181009|mint:MINT-7915216|imex:IM-14582-11	intact-miscore:0.76
uniprotkb:P0A855	uniprotkb:P09883	intact:EBI-7180728|uniprotkb:P19935|intact:MINT-7888580	intact:EBI-1029888	psi-mi:tolb_ecoli(display_long)|uniprotkb:tolB(gene name)|psi-mi:tolB(display_short)|uniprotkb:b0740(locus name)|uniprotkb:JW5100(locus name)	psi-mi:cea9_ecolx(display_long)|uniprotkb:col(gene name)|psi-mi:col(display_short)|uniprotkb:cei(gene name synonym)	psi-mi:"MI:0077"(nuclear magnetic resonance)	Bonsor et al. (2009)	pubmed:19696740|imex:IM-14582|mint:MINT-7915008|doi:10.1038/emboj.2009.224	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:562(ecolx)|taxid:562(Escherichia coli)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-7181038|mint:MINT-7915230|imex:IM-14582-1	intact-miscore:0.76
uniprotkb:P0AFG0	uniprotkb:P0AG30	intact:EBI-369628|uniprotkb:Q2M8R8|uniprotkb:P16921	intact:EBI-545468|uniprotkb:P03002|uniprotkb:Q2M891|uniprotkb:Q48357	psi-mi:nusg_ecoli(display_long)|uniprotkb:nusG(gene name)|psi-mi:nusG(display_short)|uniprotkb:b3982(locus name)|uniprotkb:JW3945(locus name)	psi-mi:rho_ecoli(display_long)|uniprotkb:rho(gene name)|psi-mi:rho(display_short)|uniprotkb:nitA(gene name synonym)|uniprotkb:psuA(gene name synonym)|uniprotkb:rnsC(gene name synonym)|uniprotkb:sbaA(gene name synonym)|uniprotkb:tsu(gene name synonym)|uniprotkb:b3783(locus name)|uniprotkb:ATP-dependent helicase Rho(gene name synonym)|uniprotkb:JW3756(locus name)	psi-mi:"MI:0096"(pull down)	Rabhi et al. (2011)	pubmed:21673658|imex:IM-15827|mint:MINT-8200662|doi:10.1038/emboj.2011.192	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-6983023|mint:MINT-8200709|imex:IM-15827-3	intact-miscore:0.79
uniprotkb:P0A6X3	uniprotkb:P0AG30	intact:EBI-547637|uniprotkb:O24728|uniprotkb:P25521|uniprotkb:Q2M6D3|uniprotkb:Q47383	intact:EBI-545468|uniprotkb:P03002|uniprotkb:Q2M891|uniprotkb:Q48357	psi-mi:hfq_ecoli(display_long)|uniprotkb:hfq(gene name)|psi-mi:hfq(display_short)|uniprotkb:b4172(locus name)|uniprotkb:Host factor-I protein(gene name synonym)|uniprotkb:HF-1(gene name synonym)|uniprotkb:JW4130(locus name)	psi-mi:rho_ecoli(display_long)|uniprotkb:rho(gene name)|psi-mi:rho(display_short)|uniprotkb:nitA(gene name synonym)|uniprotkb:psuA(gene name synonym)|uniprotkb:rnsC(gene name synonym)|uniprotkb:sbaA(gene name synonym)|uniprotkb:tsu(gene name synonym)|uniprotkb:b3783(locus name)|uniprotkb:ATP-dependent helicase Rho(gene name synonym)|uniprotkb:JW3756(locus name)	psi-mi:"MI:0096"(pull down)	Rabhi et al. (2011)	pubmed:21673658|imex:IM-15827|mint:MINT-8200662|doi:10.1038/emboj.2011.192	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-6982992|mint:MINT-8200695|imex:IM-15827-2	intact-miscore:0.70
uniprotkb:P0AFW8	uniprotkb:P0AG30	intact:EBI-1114609|uniprotkb:P52098|uniprotkb:P75670|uniprotkb:Q9WVU2	intact:EBI-545468|uniprotkb:P03002|uniprotkb:Q2M891|uniprotkb:Q48357	psi-mi:rof_ecoli(display_long)|uniprotkb:yaeO(gene name synonym)|uniprotkb:rof(gene name)|psi-mi:rof(display_short)|uniprotkb:b0189(locus name)|uniprotkb:JW0184(locus name)	psi-mi:rho_ecoli(display_long)|uniprotkb:rho(gene name)|psi-mi:rho(display_short)|uniprotkb:nitA(gene name synonym)|uniprotkb:psuA(gene name synonym)|uniprotkb:rnsC(gene name synonym)|uniprotkb:sbaA(gene name synonym)|uniprotkb:tsu(gene name synonym)|uniprotkb:b3783(locus name)|uniprotkb:ATP-dependent helicase Rho(gene name synonym)|uniprotkb:JW3756(locus name)	psi-mi:"MI:0096"(pull down)	Rabhi et al. (2011)	pubmed:21673658|imex:IM-15827|mint:MINT-8200662|doi:10.1038/emboj.2011.192	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-6983037|mint:MINT-8200720|imex:IM-15827-4	intact-miscore:0.59
uniprotkb:P0A6X3	uniprotkb:P0AG30	intact:EBI-547637|uniprotkb:O24728|uniprotkb:P25521|uniprotkb:Q2M6D3|uniprotkb:Q47383	intact:EBI-545468|uniprotkb:P03002|uniprotkb:Q2M891|uniprotkb:Q48357	psi-mi:hfq_ecoli(display_long)|uniprotkb:hfq(gene name)|psi-mi:hfq(display_short)|uniprotkb:b4172(locus name)|uniprotkb:Host factor-I protein(gene name synonym)|uniprotkb:HF-1(gene name synonym)|uniprotkb:JW4130(locus name)	psi-mi:rho_ecoli(display_long)|uniprotkb:rho(gene name)|psi-mi:rho(display_short)|uniprotkb:nitA(gene name synonym)|uniprotkb:psuA(gene name synonym)|uniprotkb:rnsC(gene name synonym)|uniprotkb:sbaA(gene name synonym)|uniprotkb:tsu(gene name synonym)|uniprotkb:b3783(locus name)|uniprotkb:ATP-dependent helicase Rho(gene name synonym)|uniprotkb:JW3756(locus name)	psi-mi:"MI:0051"(fluorescence technology)	Rabhi et al. (2011)	pubmed:21673658|imex:IM-15827|mint:MINT-8200662|doi:10.1038/emboj.2011.192	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-6983060|mint:MINT-8201052|imex:IM-15827-1	intact-miscore:0.70
uniprotkb:P0ABK2	uniprotkb:P0ABJ9	intact:EBI-1213195|uniprotkb:P11027	intact:EBI-906928|uniprotkb:P11026|uniprotkb:P75754|uniprotkb:P76823	psi-mi:cydb_ecoli(display_long)|uniprotkb:cydB(gene name)|psi-mi:cydB(display_short)|uniprotkb:cyd-2(gene name synonym)|uniprotkb:b0734(locus name)|uniprotkb:JW0723(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit II(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit II(gene name synonym)	psi-mi:cyda_ecoli(display_long)|uniprotkb:cydA(gene name)|psi-mi:cydA(display_short)|uniprotkb:cyd-1(gene name synonym)|uniprotkb:b0733(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit I(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit I(gene name synonym)|uniprotkb:JW0722(locus name)	psi-mi:"MI:0071"(molecular sieving)	Hoeser et al. (2014)	pubmed:24681096|imex:IM-22556	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9258550|imex:IM-22556-2	intact-miscore:0.68
uniprotkb:P0ABJ9	uniprotkb:P0ABK2	intact:EBI-906928|uniprotkb:P11026|uniprotkb:P75754|uniprotkb:P76823	intact:EBI-1213195|uniprotkb:P11027	psi-mi:cyda_ecoli(display_long)|uniprotkb:cydA(gene name)|psi-mi:cydA(display_short)|uniprotkb:cyd-1(gene name synonym)|uniprotkb:b0733(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit I(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit I(gene name synonym)|uniprotkb:JW0722(locus name)	psi-mi:cydb_ecoli(display_long)|uniprotkb:cydB(gene name)|psi-mi:cydB(display_short)|uniprotkb:cyd-2(gene name synonym)|uniprotkb:b0734(locus name)|uniprotkb:JW0723(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit II(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit II(gene name synonym)	psi-mi:"MI:0071"(molecular sieving)	Hoeser et al. (2014)	pubmed:24681096|imex:IM-22556	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9258537|imex:IM-22556-1	intact-miscore:0.68
uniprotkb:P0ABJ9	uniprotkb:P56100	intact:EBI-906928|uniprotkb:P11026|uniprotkb:P75754|uniprotkb:P76823	intact:EBI-9258541|uniprotkb:Q2EER0|uniprotkb:Q2MBJ7	psi-mi:cyda_ecoli(display_long)|uniprotkb:cydA(gene name)|psi-mi:cydA(display_short)|uniprotkb:cyd-1(gene name synonym)|uniprotkb:b0733(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit I(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit I(gene name synonym)|uniprotkb:JW0722(locus name)	psi-mi:cydx_ecoli(display_long)|uniprotkb:cydX(gene name)|psi-mi:cydX(display_short)|uniprotkb:Cytochrome bd-I oxidase subunit X(gene name synonym)|uniprotkb:Cytochrome d ubiquinol oxidase subunit X(gene name synonym)|uniprotkb:ybgT(gene name synonym)|uniprotkb:JW0724(locus name)|uniprotkb:b4515(locus name)	psi-mi:"MI:0071"(molecular sieving)	Hoeser et al. (2014)	pubmed:24681096|imex:IM-22556	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9258537|imex:IM-22556-1	intact-miscore:0.50
uniprotkb:P56100	uniprotkb:P0ABJ9	intact:EBI-9258541|uniprotkb:Q2EER0|uniprotkb:Q2MBJ7	intact:EBI-906928|uniprotkb:P11026|uniprotkb:P75754|uniprotkb:P76823	psi-mi:cydx_ecoli(display_long)|uniprotkb:cydX(gene name)|psi-mi:cydX(display_short)|uniprotkb:Cytochrome bd-I oxidase subunit X(gene name synonym)|uniprotkb:Cytochrome d ubiquinol oxidase subunit X(gene name synonym)|uniprotkb:ybgT(gene name synonym)|uniprotkb:JW0724(locus name)|uniprotkb:b4515(locus name)	psi-mi:cyda_ecoli(display_long)|uniprotkb:cydA(gene name)|psi-mi:cydA(display_short)|uniprotkb:cyd-1(gene name synonym)|uniprotkb:b0733(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit I(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit I(gene name synonym)|uniprotkb:JW0722(locus name)	psi-mi:"MI:0400"(affinity technology)	Hoeser et al. (2014)	pubmed:24681096|imex:IM-22556	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9258591|imex:IM-22556-5	intact-miscore:0.50
uniprotkb:P56100	uniprotkb:P0ABK2	intact:EBI-9258541|uniprotkb:Q2EER0|uniprotkb:Q2MBJ7	intact:EBI-1213195|uniprotkb:P11027	psi-mi:cydx_ecoli(display_long)|uniprotkb:cydX(gene name)|psi-mi:cydX(display_short)|uniprotkb:Cytochrome bd-I oxidase subunit X(gene name synonym)|uniprotkb:Cytochrome d ubiquinol oxidase subunit X(gene name synonym)|uniprotkb:ybgT(gene name synonym)|uniprotkb:JW0724(locus name)|uniprotkb:b4515(locus name)	psi-mi:cydb_ecoli(display_long)|uniprotkb:cydB(gene name)|psi-mi:cydB(display_short)|uniprotkb:cyd-2(gene name synonym)|uniprotkb:b0734(locus name)|uniprotkb:JW0723(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit II(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit II(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Hoeser et al. (2014)	pubmed:24681096|imex:IM-22556	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9258591|imex:IM-22556-5	intact-miscore:0.35
uniprotkb:P0ABJ9	uniprotkb:P56100	intact:EBI-906928|uniprotkb:P11026|uniprotkb:P75754|uniprotkb:P76823	intact:EBI-9258541|uniprotkb:Q2EER0|uniprotkb:Q2MBJ7	psi-mi:cyda_ecoli(display_long)|uniprotkb:cydA(gene name)|psi-mi:cydA(display_short)|uniprotkb:cyd-1(gene name synonym)|uniprotkb:b0733(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit I(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit I(gene name synonym)|uniprotkb:JW0722(locus name)	psi-mi:cydx_ecoli(display_long)|uniprotkb:cydX(gene name)|psi-mi:cydX(display_short)|uniprotkb:Cytochrome bd-I oxidase subunit X(gene name synonym)|uniprotkb:Cytochrome d ubiquinol oxidase subunit X(gene name synonym)|uniprotkb:ybgT(gene name synonym)|uniprotkb:JW0724(locus name)|uniprotkb:b4515(locus name)	psi-mi:"MI:0400"(affinity technology)	Hoeser et al. (2014)	pubmed:24681096|imex:IM-22556	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9258579|imex:IM-22556-4	intact-miscore:0.50
uniprotkb:P0ABJ9	uniprotkb:P0ABK2	intact:EBI-906928|uniprotkb:P11026|uniprotkb:P75754|uniprotkb:P76823	intact:EBI-1213195|uniprotkb:P11027	psi-mi:cyda_ecoli(display_long)|uniprotkb:cydA(gene name)|psi-mi:cydA(display_short)|uniprotkb:cyd-1(gene name synonym)|uniprotkb:b0733(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit I(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit I(gene name synonym)|uniprotkb:JW0722(locus name)	psi-mi:cydb_ecoli(display_long)|uniprotkb:cydB(gene name)|psi-mi:cydB(display_short)|uniprotkb:cyd-2(gene name synonym)|uniprotkb:b0734(locus name)|uniprotkb:JW0723(locus name)|uniprotkb:Cytochrome d ubiquinol oxidase subunit II(gene name synonym)|uniprotkb:Cytochrome bd-I oxidase subunit II(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Hoeser et al. (2014)	pubmed:24681096|imex:IM-22556	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9258579|imex:IM-22556-4	intact-miscore:0.68
