Entry,Gene names  (ordered locus )
G3XD61,PA3148
G3XD62,PA0627
G3XD63,PA0414
G3XD64,PA1454
G3XD65,PA0626
G3XD66,PA3878
G3XD67,PA2193
G3XD68,PA0634
G3XD69,PA4521
G3XD70,PA5279
G3XD71,PA0620
G3XD72,PA1464
G3XD73,PA1460
G3XD74,PA3999
G3XD75,PA0629
G3XD76,PA3666
G3XD77,PA1898
G3XD78,PA1431
G3XD79,PA4392
G3XD80,PA0510
G3XD81,PA5160
G3XD82,PA0615
G3XD83,PA0625
G3XD84,PA4551
G3XD85,PA3149
G3XD86,PA0613
G3XD87,PA3874
G3XD88,PA4002
G3XD89,PA3790
G3XD90,PA1461
G3XD91,PA5057
G3XD92,PA0619
G3XD93,PA3842
G3XD94,PA3159
G3XD95,PA0415
G3XD96,PA0186
G3XD97,PA2259
G3XD98,PA0928
G3XD99,PA4471
G3XDA0,PA0526
G3XDA1,PA3841
G3XDA2,PA2965
G3XDA3,PA2561
G3XDA4,PA0653
G3XDA5,PA0291
G3XDA6,PA0612
G3XDA7,PA4409
G3XDA8,PA5369
G3XDA9,PA4590
G3XDB0,PA5332
G3XDB1,PA0631
G3XDB2,PA0974
O05927,PA1756
O30372,PA2256
O30506,PA0892
O30508,PA0895
O30557,PA4846
O31038,PA2357
O33407,PA5112
O33877,PA1610
O50174,PA0898
O50175,PA0899
O50177,PA0901
O50273,PA4443
O50274,PA4442
O52658,PA1869
O52759,PA4239
O52760,PA4238
O52761,PA4237
O52762,PA4236
O54438,PA2967
O54439,PA2966
O68281,PA3184
O68282,PA3183
O68283,PA3181
O68560,PA4767
O68561,PA4766
O68562,PA4765
O68799,PA3030
O68822,PA3831
O68823,PA3832
O68826,PA3474
O68827,PA3473
O68877,PA4706
O69077,PA0904
O69078,PA0905
O69753,PA4211
O69754,PA1904; PA4215
O82850,PA3656
O82851,PA3655
O82852,PA3654
O82853,PA3653
O85732,PA0018
O86062,PA1823
O86422,PA2022
O86428,PA5013
O87005,PA0417
O87014,PA3116
O87016,PA3114
O87125,PA1459
O87131,PA3348
P00099,PA0518
P00106,PA5490
P00282,PA4922
P04739,PA4525
P05384,PA1804
P05695,PA3279
P06200,PA0844
P07344,PA0035
P07345,PA0036
P07874,PA3551
P08280,PA3617
P08308,PA5172
P09591,PA4265; PA4277
P09785,PA1001
P09786,PA1002
P09852,PA0707
P0C2B2,PA5489
P0C348,PA3701
P0DP44,PA5242
P0DPB9,PA4213
P0DPC1,PA1902
P10932,PA3363
P11221,PA2853
P11436,PA3366
P11439,PA1148
P11720,PA0037
P11724,PA3537
P11759,PA3540
P13794,PA1777
P13981,PA5171
P13982,PA5173
P14165,PA1580
P14532,PA4587
P14756,PA3724
P14789,PA1871
P15275,PA5255
P15276,PA5253
P15713,PA3319
P17323,PA5276
P18275,PA5170
P18895,PA3544
P19072,PA1590
P19572,PA5277
P20574,PA0650
P20576,PA0649
P20577,PA0651
P20580,PA0609
P20581,PA1000
P20582,PA0999
P20586,PA0247
P21175,PA1074
P21482,PA5256
P21627,PA1073
P21628,PA1072
P21629,PA1071
P21630,PA1070
P22008,PA0393
P22567,PA5204
P22608,PA4526
P22609,PA4527
P22610,PA4528
P23189,PA2025
P23205,PA2024
P23620,PA5360
P23621,PA5361
P23747,PA5483
P23926,PA1544
P24474,PA0519
P24559,PA0395
P24562,PA0394
P24734,PA4109
P24735,PA4110
P24908,PA0034
P25060,PA3096
P25061,PA3095
P25084,PA1430
P25185,PA1971
P25254,PA0392
P26275,PA5261
P26276,PA5322
P26480,PA0576
P26841,PA0706
P26876,PA2862
P26993,PA1713
P26994,PA1712
P26995,PA1710
P27017,PA3364
P27726,PA3195
P28809,PA3571
P28810,PA3570
P28811,PA3569
P28812,PA3568
P29248,PA1455
P29363,PA3735
P29364,PA5495
P29365,PA3736
P29369,PA1978
P29370,PA1977
P29436,PA5570
P30417,PA5254
P30718,PA4385
P30720,PA4386
P30819,PA4524
P31961,PA3194
P32265,PA4600
P32722,PA0958
P32977,PA3280
P33639,PA4546
P33640,PA4544
P33641,PA4545
P33642,PA4548
P33663,PA4543
P33883,PA1432
P34002,PA5038
P34003,PA5039
P34750,PA5040
P35482,PA0688
P35483,PA3296
P35818,PA3105
P37452,PA3007
P37798,PA4848
P37799,PA4847
P37860,PA3616
P38098,PA4758
P38100,PA4756
P38102,PA4757
P38103,PA4759
P38107,PA0763
P38108,PA0764
P39879,PA2026
P40695,PA0843
P40882,PA3753
P40883,PA4227
P40947,PA4232
P42257,PA0411
P42378,PA0376
P42512,PA4221
P42513,PA4220
P42514,PA4219
P42805,PA4669
P42806,PA4665
P42807,PA4666
P42810,PA4667
P42812,PA4668
P43334,PA0872
P43335,PA0871
P43336,PA0870
P43501,PA0409
P43502,PA0410
P43898,PA0024
P43903,PA0023
P43904,PA0025
P45682,PA3623
P45683,PA3624
P45684,PA3622
P46384,PA0408
P47203,PA4408
P47204,PA4407
P47205,PA4406
P48246,PA5259
P48247,PA3977
P48372,PA3168
P48632,PA2398
P48636,PA4923
P49988,PA4462
P50587,PA5331
P50597,PA5334
P50598,PA0969
P50599,PA0970
P50600,PA0971
P50601,PA0972
P50987,PA5263
P51691,PA0183
P52002,PA0426
P52003,PA0424
P52024,PA2961
P52111,PA3584
P52112,PA3585
P52477,PA0425
P53593,PA1588
P53641,PA4366
P53652,PA4468
P54291,PA3476
P54292,PA3477
P55218,PA3107
P55222,PA0652
P57109,PA2007
P57112,PA2991
P57665,PA4951
P57668,PA2532
P57683,PA1633
P57686,PA1635
P57698,PA1634
P57701,PA0538
P57702,PA1393
P57703,PA1927
P57707,PA3633
P57708,PA3627
P57714,PA0390
P58040,PA1578.1
P65116,PA2619
P72131,PA2258
P72138,PA3152
P72139,PA3151
P72151,PA1092
P72154,PA4742
P72157,PA5426
P72158,PA5425
P72161,PA0869
P72170,PA3527
P72171,PA0831
P72173,PA3139
P72174,PA3138
P77915,PA1546
P80357,PA0896
P80358,PA0897
P95412,PA0515
P95413,PA0514
P95414,PA0513
P95415,PA0512
P95434,PA1719
P95435,PA1720
P95453,PA4753
P95454,PA4752
P95458,PA5034
P95459,PA3266
P96956,PA3543
P96963,PA4609
Q00512,PA3103
Q00513,PA3102
Q00514,PA3101
Q00515,PA3100
Q00516,PA3099
Q00517,PA3098
Q00518,PA3097
Q00934,PA4547
Q01269,PA3475
Q01602,PA2219
Q01609,PA2218
Q01610,PA2220
Q01725,PA2863
Q03023,PA1249
Q03024,PA1246
Q03025,PA1247
Q03026,PA1250
Q03027,PA1248
Q03268,PA2604
Q03381,PA0706.1
Q03456,PA4764
Q04628,PA1545
Q04633,PA1543
Q04803,PA2686
Q04804,PA2687
Q05097,PA2570
Q05098,PA2688
Q06062,PA3550
Q06198,PA0762
Q06552,PA0610
Q06553,PA0611
Q06579,PA1151
Q06584,PA1150
Q06749,PA3547
Q07806,PA5045
Q14T72,PA4812
Q14T73,PA0195.1
Q14T74,PA0195
Q51342,PA3108
Q51344,PA3117
Q51363,PA0761
Q51366,PA5453
Q51368,PA5531
Q51371,PA3545
Q51372,PA3546
Q51373,PA2586
Q51375,PA3118
Q51382,PA3810
Q51383,PA3809
Q51384,PA3808
Q51385,PA3806
Q51389,PA3581
Q51390,PA3582
Q51391,PA3583
Q51392,PA3548
Q51393,PA3549
Q51397,PA4597
Q51404,PA4470
Q51416,PA3365
Q51417,PA3362
Q51422,PA0963
Q51423,PA0964
Q51424,PA0965
Q51425,PA0966
Q51426,PA0967
Q51434,PA1457
Q51455,PA1456
Q51462,PA1100
Q51463,PA1101
Q51464,PA1102
Q51465,PA1443
Q51466,PA1444
Q51467,PA1445
Q51468,PA1446
Q51470,PA3980
Q51472,PA2738
Q51473,PA3161
Q51479,PA0517
Q51480,PA0516
Q51481,PA0520
Q51483,PA0522
Q51484,PA0525
Q51485,PA3186
Q51487,PA0427
Q51506,PA2273
Q51507,PA4230
Q51508,PA4231
Q51546,PA5366
Q51547,PA5365
Q51548,PA2386
Q51551,PA0401
Q51553,PA0730
Q51559,PA3479
Q51561,PA4270
Q51564,PA5278
Q51566,PA5280
Q51567,PA1589
Q51575,PA3104
Q51576,PA3106
Q52463,PA3541
Q59635,PA4613
Q59636,PA3807
Q59637,PA5015
Q59638,PA5016
Q59640,PA3651
Q59641,PA3227
Q59643,PA5243
Q59646,PA0523
Q59647,PA0524
Q59649,PA3113
Q59650,PA4417
Q59653,PA0402
Q59654,PA2876
Q60169,PA5260
Q6H941,PA1525
Q7DC81,PA1903; PA4214
Q7DC82,PA1901; PA4212
Q820A5,PA1905
Q9HI36,PA0263; PA1512; PA5267
Q9HI37,PA0445; PA2319; PA2690; PA3434; PA3993; PA4797
Q9HT05,PA5569
Q9HT06,PA5568
Q9HT07,PA5567
Q9HT08,PA5566
Q9HT09,PA5565
Q9HT10,PA5564
Q9HT11,PA5563
Q9HT12,PA5562
Q9HT13,PA5561
Q9HT14,PA5560
Q9HT15,PA5559
Q9HT16,PA5558
Q9HT17,PA5557
Q9HT18,PA5556
Q9HT19,PA5555
Q9HT20,PA5554
Q9HT21,PA5553
Q9HT22,PA5552
Q9HT23,PA5551
Q9HT24,PA5550
Q9HT25,PA5549
Q9HT26,PA5548
Q9HT27,PA5547
Q9HT28,PA5546
Q9HT29,PA5545
Q9HT30,PA5544
Q9HT31,PA5543
Q9HT32,PA5542
Q9HT33,PA5541
Q9HT34,PA5540
Q9HT35,PA5539
Q9HT36,PA5538
Q9HT37,PA5537
Q9HT38,PA5536
Q9HT39,PA5535
Q9HT40,PA5534
Q9HT41,PA5533
Q9HT42,PA5532
Q9HT43,PA5530
Q9HT44,PA5529
Q9HT45,PA5528
Q9HT46,PA5527
Q9HT47,PA5526
Q9HT48,PA5525
Q9HT49,PA5524
Q9HT50,PA5523
Q9HT51,PA5522
Q9HT52,PA5521
Q9HT53,PA5520
Q9HT54,PA5519
Q9HT55,PA5518
Q9HT56,PA5517
Q9HT57,PA5516
Q9HT58,PA5515
Q9HT60,PA5513
Q9HT61,PA5512
Q9HT62,PA5511
Q9HT63,PA5510
Q9HT64,PA5509
Q9HT65,PA5508
Q9HT66,PA5507
Q9HT67,PA5506
Q9HT68,PA5505
Q9HT69,PA5504
Q9HT70,PA5503
Q9HT71,PA5502
Q9HT72,PA5501
Q9HT73,PA5500
Q9HT74,PA5499
Q9HT75,PA5498
Q9HT76,PA5497
Q9HT77,PA5496
Q9HT79,PA5494
Q9HT80,PA5493
Q9HT81,PA5492
Q9HT82,PA5491
Q9HT83,PA5488
Q9HT84,PA5487
Q9HT85,PA5486
Q9HT86,PA5485
Q9HT87,PA5484
Q9HT88,PA5482
Q9HT89,PA5481
Q9HT90,PA5480
Q9HT91,PA5479
Q9HT92,PA5478
Q9HT93,PA5477
Q9HT94,PA5476
Q9HT95,PA5475
Q9HT96,PA5474
Q9HT97,PA5473
Q9HT98,PA5472
Q9HT99,PA5471
Q9HTA0,PA5470
Q9HTA1,PA5469
Q9HTA2,PA5468
Q9HTA3,PA5467
Q9HTA4,PA5466
Q9HTA5,PA5465
Q9HTA6,PA5464
Q9HTA7,PA5463
Q9HTA8,PA5462
Q9HTA9,PA5461
Q9HTB0,PA5460
Q9HTB1,PA5459
Q9HTB2,PA5458
Q9HTB3,PA5457
Q9HTB4,PA5456
Q9HTB5,PA5455
Q9HTB6,PA5454
Q9HTB7,PA5452
Q9HTB8,PA5451
Q9HTB9,PA5448
Q9HTC0,PA5447
Q9HTC1,PA5446
Q9HTC2,PA5445
Q9HTC3,PA5444
Q9HTC4,PA5442
Q9HTC5,PA5441
Q9HTC6,PA5440
Q9HTC7,PA5439
Q9HTC8,PA5438
Q9HTC9,PA5437
Q9HTD0,PA5436
Q9HTD1,PA5435
Q9HTD2,PA5434
Q9HTD3,PA5433
Q9HTD4,PA5432
Q9HTD5,PA5431
Q9HTD6,PA5430
Q9HTD7,PA5429
Q9HTD8,PA5428
Q9HTD9,PA5427
Q9HTE0,PA5424
Q9HTE1,PA5423
Q9HTE2,PA5422
Q9HTE3,PA5421
Q9HTE4,PA5420
Q9HTE5,PA5419
Q9HTE6,PA5418
Q9HTE7,PA5417
Q9HTE8,PA5416
Q9HTE9,PA5415
Q9HTF0,PA5414
Q9HTF1,PA5413
Q9HTF2,PA5412
Q9HTF3,PA5411
Q9HTF4,PA5410
Q9HTF5,PA5409
Q9HTF6,PA5408
Q9HTF7,PA5407
Q9HTF8,PA5406
Q9HTF9,PA5405
Q9HTG0,PA5404
Q9HTG1,PA5403
Q9HTG2,PA5402
Q9HTG3,PA5401
Q9HTG4,PA5400
Q9HTG5,PA5399
Q9HTG6,PA5398
Q9HTG7,PA5397
Q9HTG8,PA5396
Q9HTG9,PA5395
Q9HTH0,PA5394
Q9HTH1,PA5393
Q9HTH2,PA5392
Q9HTH3,PA5391
Q9HTH4,PA5390
Q9HTH5,PA5389
Q9HTH6,PA5388
Q9HTH7,PA5387
Q9HTH8,PA5386
Q9HTH9,PA5385
Q9HTI0,PA5384
Q9HTI1,PA5383
Q9HTI2,PA5382
Q9HTI3,PA5381
Q9HTI4,PA5380
Q9HTI5,PA5379
Q9HTI6,PA5378
Q9HTI7,PA5377
Q9HTI8,PA5376
Q9HTI9,PA5375
Q9HTJ0,PA5374
Q9HTJ1,PA5373
Q9HTJ2,PA5372
Q9HTJ3,PA5371
Q9HTJ4,PA5370
Q9HTJ5,PA5367
Q9HTJ6,PA5364
Q9HTJ7,PA5363
Q9HTJ8,PA5362
Q9HTJ9,PA5359
Q9HTK0,PA5358
Q9HTK1,PA5357
Q9HTK2,PA5356
Q9HTK3,PA5355
Q9HTK4,PA5354
Q9HTK5,PA5353
Q9HTK6,PA5352
Q9HTK7,PA5351
Q9HTK8,PA5350
Q9HTK9,PA5349
Q9HTL0,PA5348
Q9HTL1,PA5347
Q9HTL2,PA5346
Q9HTL3,PA5345
Q9HTL4,PA5344
Q9HTL5,PA5343
Q9HTL6,PA5342
Q9HTL7,PA5341
Q9HTL8,PA5340
Q9HTL9,PA5339
Q9HTM0,PA5338
Q9HTM1,PA5337
Q9HTM2,PA5336
Q9HTM3,PA5335
Q9HTM4,PA5333
Q9HTM5,PA5330
Q9HTM6,PA5329
Q9HTM7,PA5328
Q9HTM8,PA5327
Q9HTM9,PA5326
Q9HTN0,PA5325
Q9HTN1,PA5324
Q9HTN2,PA5323
Q9HTN3,PA5321
Q9HTN4,PA5320
Q9HTN5,PA5319
Q9HTN6,PA5318
Q9HTN7,PA5317
Q9HTN8,PA5316
Q9HTN9,PA5315
Q9HTP0,PA5314
Q9HTP1,PA5313
Q9HTP2,PA5312
Q9HTP3,PA5311
Q9HTP4,PA5310
Q9HTP5,PA5309
Q9HTP6,PA5308
Q9HTP7,PA5307
Q9HTP8,PA5306
Q9HTP9,PA5305
Q9HTQ0,PA5304
Q9HTQ1,PA5303
Q9HTQ2,PA5302
Q9HTQ3,PA5301
Q9HTQ4,PA5300
Q9HTQ5,PA5299
Q9HTQ6,PA5298
Q9HTQ7,PA5297
Q9HTQ8,PA5296
Q9HTQ9,PA5295
Q9HTR0,PA5294
Q9HTR1,PA5293
Q9HTR2,PA5292
Q9HTR3,PA5291
Q9HTR4,PA5290
Q9HTR5,PA5289
Q9HTR6,PA5288
Q9HTR7,PA5287
Q9HTR8,PA5286
Q9HTR9,PA5285
Q9HTS0,PA5284
Q9HTS1,PA5283
Q9HTS2,PA5282
Q9HTS3,PA5281
Q9HTS5,PA5275
Q9HTS6,PA5274
Q9HTS7,PA5273
Q9HTS8,PA5272
Q9HTS9,PA5271
Q9HTT0,PA5270
Q9HTT1,PA5269
Q9HTT2,PA5268
Q9HTT3,PA5266
Q9HTT4,PA5265
Q9HTT5,PA5264
Q9HTT7,PA5258
Q9HTT8,PA5257
Q9HTU2,PA5252
Q9HTU3,PA5251
Q9HTU4,PA5250
Q9HTU5,PA5249
Q9HTU6,PA5248
Q9HTU7,PA5247
Q9HTU8,PA5246
Q9HTU9,PA5245
Q9HTV0,PA5244
Q9HTV1,PA5239
Q9HTV2,PA5238
Q9HTV3,PA5237
Q9HTV4,PA5236
Q9HTV5,PA5235
Q9HTV6,PA5234
Q9HTV7,PA5233
Q9HTV8,PA5232
Q9HTV9,PA5231
Q9HTW0,PA5230
Q9HTW1,PA5229
Q9HTW2,PA5228
Q9HTW3,PA5227
Q9HTW4,PA5226
Q9HTW5,PA5225
Q9HTW6,PA5224
Q9HTW7,PA5223
Q9HTW8,PA5222
Q9HTW9,PA5221
Q9HTX0,PA5220
Q9HTX1,PA5219
Q9HTX2,PA5218
Q9HTX3,PA5217
Q9HTX4,PA5216
Q9HTX5,PA5215
Q9HTX6,PA5214
Q9HTX7,PA5213
Q9HTX8,PA5212
Q9HTX9,PA5211
Q9HTY0,PA5210
Q9HTY1,PA5209
Q9HTY2,PA5208
Q9HTY3,PA5207
Q9HTY4,PA5206
Q9HTY5,PA5205
Q9HTY6,PA5203
Q9HTY7,PA5202
Q9HTY8,PA5201
Q9HTY9,PA5200
Q9HTZ0,PA5199
Q9HTZ1,PA5198
Q9HTZ2,PA5197
Q9HTZ3,PA5196
Q9HTZ4,PA5195
Q9HTZ5,PA5194
Q9HTZ6,PA5193
Q9HTZ7,PA5192
Q9HTZ8,PA5191
Q9HTZ9,PA5190
Q9HU00,PA5189
Q9HU01,PA5188
Q9HU02,PA5187
Q9HU03,PA5186
Q9HU04,PA5185
Q9HU05,PA5184
Q9HU06,PA5183
Q9HU07,PA5182
Q9HU08,PA5181
Q9HU09,PA5180
Q9HU10,PA5179
Q9HU11,PA5178
Q9HU12,PA5177
Q9HU13,PA5176
Q9HU14,PA5175
Q9HU15,PA5174
Q9HU16,PA5169
Q9HU17,PA5168
Q9HU18,PA5167
Q9HU19,PA5166
Q9HU20,PA5165
Q9HU21,PA5164
Q9HU22,PA5163
Q9HU23,PA5162
Q9HU24,PA5161
Q9HU25,PA5159
Q9HU26,PA5158
Q9HU27,PA5157
Q9HU28,PA5156
Q9HU29,PA5155
Q9HU30,PA5154
Q9HU31,PA5153
Q9HU32,PA5152
Q9HU33,PA5151
Q9HU34,PA5150
Q9HU35,PA5149
Q9HU36,PA5148
Q9HU37,PA5147
Q9HU38,PA5146
Q9HU39,PA5145
Q9HU40,PA5144
Q9HU41,PA5143
Q9HU42,PA5142
Q9HU43,PA5141
Q9HU44,PA5140
Q9HU45,PA5139
Q9HU46,PA5138
Q9HU47,PA5137
Q9HU48,PA5136
Q9HU49,PA5135
Q9HU50,PA5134
Q9HU51,PA5133
Q9HU52,PA5132
Q9HU53,PA5131
Q9HU54,PA5130
Q9HU55,PA5129
Q9HU56,PA5128
Q9HU57,PA5127
Q9HU58,PA5126
Q9HU59,PA5125
Q9HU60,PA5124
Q9HU61,PA5123
Q9HU62,PA5122
Q9HU63,PA5121
Q9HU64,PA5120
Q9HU65,PA5119
Q9HU66,PA5118
Q9HU67,PA5117
Q9HU68,PA5116
Q9HU69,PA5115
Q9HU70,PA5114
Q9HU71,PA5113
Q9HU72,PA5111
Q9HU73,PA5110
Q9HU74,PA5109
Q9HU75,PA5108
Q9HU76,PA5107
Q9HU77,PA5106
Q9HU78,PA5105
Q9HU79,PA5104
Q9HU80,PA5103
Q9HU81,PA5102
Q9HU82,PA5101
Q9HU83,PA5100
Q9HU84,PA5099
Q9HU85,PA5098
Q9HU86,PA5097
Q9HU87,PA5096
Q9HU88,PA5095
Q9HU89,PA5094
Q9HU90,PA5093
Q9HU91,PA5092
Q9HU92,PA5091
Q9HU93,PA5090
Q9HU94,PA5089
Q9HU95,PA5088
Q9HU96,PA5087
Q9HU97,PA5086
Q9HU98,PA5085
Q9HU99,PA5084
Q9HUA0,PA5083
Q9HUA1,PA5082
Q9HUA2,PA5081
Q9HUA3,PA5080
Q9HUA4,PA5079
Q9HUA5,PA5078
Q9HUA6,PA5077
Q9HUA7,PA5076
Q9HUA8,PA5075
Q9HUA9,PA5074
Q9HUB0,PA5073
Q9HUB1,PA5072
Q9HUB2,PA5071
Q9HUB3,PA5070
Q9HUB4,PA5069
Q9HUB5,PA5068
Q9HUB6,PA5067
Q9HUB7,PA5066
Q9HUB8,PA5065
Q9HUB9,PA5064
Q9HUC0,PA5063
Q9HUC1,PA5062
Q9HUC2,PA5061
Q9HUC3,PA5060
Q9HUC4,PA5059
Q9HUC5,PA5054
Q9HUC6,PA5053
Q9HUC7,PA5052
Q9HUC8,PA5051
Q9HUC9,PA5050
Q9HUD0,PA5049
Q9HUD1,PA5048
Q9HUD2,PA5047
Q9HUD3,PA5046
Q9HUD4,PA5037
Q9HUD5,PA5036
Q9HUD6,PA5033
Q9HUD7,PA5032
Q9HUD8,PA5031
Q9HUD9,PA5030
Q9HUE0,PA5029
Q9HUE1,PA5028
Q9HUE2,PA5027
Q9HUE3,PA5026
Q9HUE4,PA5025
Q9HUE5,PA5024
Q9HUE6,PA5023
Q9HUE7,PA5022
Q9HUE8,PA5021
Q9HUE9,PA5020
Q9HUF0,PA5019
Q9HUF1,PA5018
Q9HUF2,PA5017
Q9HUF4,PA5014
Q9HUF5,PA5011
Q9HUF6,PA5010
Q9HUF7,PA5009
Q9HUF8,PA5007
Q9HUF9,PA5006
Q9HUG0,PA5005
Q9HUG1,PA5004
Q9HUG2,PA5003
Q9HUG3,PA5002
Q9HUG4,PA5001
Q9HUG5,PA5000
Q9HUG6,PA4999
Q9HUG7,PA4998
Q9HUG8,PA4997
Q9HUG9,PA4996
Q9HUH0,PA4995
Q9HUH1,PA4994
Q9HUH2,PA4993
Q9HUH3,PA4992
Q9HUH4,PA4991
Q9HUH5,PA4990
Q9HUH6,PA4989
Q9HUH7,PA4988
Q9HUH8,PA4987
Q9HUH9,PA4986
Q9HUI0,PA4985
Q9HUI1,PA4984
Q9HUI2,PA4983
Q9HUI3,PA4982
Q9HUI4,PA4981
Q9HUI5,PA4980
Q9HUI6,PA4979
Q9HUI7,PA4978
Q9HUI8,PA4977
Q9HUI9,PA4976
Q9HUJ0,PA4975
Q9HUJ1,PA4974
Q9HUJ2,PA4973
Q9HUJ3,PA4972
Q9HUJ4,PA4971
Q9HUJ5,PA4970
Q9HUJ6,PA4969
Q9HUJ7,PA4968
Q9HUJ8,PA4967
Q9HUJ9,PA4966
Q9HUK0,PA4965
Q9HUK1,PA4964
Q9HUK2,PA4963
Q9HUK3,PA4962
Q9HUK4,PA4961
Q9HUK5,PA4960
Q9HUK6,PA4959
Q9HUK7,PA4958
Q9HUK8,PA4957
Q9HUK9,PA4956
Q9HUL0,PA4955
Q9HUL1,PA4954
Q9HUL2,PA4953
Q9HUL3,PA4952
Q9HUL4,PA4950
Q9HUL5,PA4949
Q9HUL6,PA4948
Q9HUL7,PA4947
Q9HUL8,PA4946
Q9HUL9,PA4945
Q9HUM0,PA4944
Q9HUM1,PA4943
Q9HUM2,PA4942
Q9HUM3,PA4941
Q9HUM4,PA4940
Q9HUM5,PA4939
Q9HUM6,PA4938
Q9HUM7,PA4937
Q9HUM8,PA4936
Q9HUM9,PA4935
Q9HUN0,PA4934
Q9HUN1,PA4933
Q9HUN2,PA4932
Q9HUN3,PA4931
Q9HUN4,PA4930
Q9HUN5,PA4929
Q9HUN6,PA4928
Q9HUN7,PA4927
Q9HUN8,PA4926
Q9HUN9,PA4925
Q9HUP0,PA4924
Q9HUP2,PA4921
Q9HUP3,PA4920
Q9HUP4,PA4919
Q9HUP5,PA4918
Q9HUP6,PA4917
Q9HUP7,PA4916
Q9HUP8,PA4915
Q9HUP9,PA4914
Q9HUQ0,PA4913
Q9HUQ1,PA4912
Q9HUQ2,PA4911
Q9HUQ3,PA4910
Q9HUQ4,PA4909
Q9HUQ5,PA4908
Q9HUQ6,PA4907
Q9HUQ7,PA4906
Q9HUQ8,PA4905
Q9HUQ9,PA4904
Q9HUR0,PA4903
Q9HUR1,PA4902
Q9HUR2,PA4901
Q9HUR3,PA4900
Q9HUR4,PA4899
Q9HUR5,PA4898
Q9HUR6,PA4897
Q9HUR7,PA4896
Q9HUR8,PA4895
Q9HUR9,PA4894
Q9HUS0,PA4893
Q9HUS1,PA4892
Q9HUS2,PA4891
Q9HUS3,PA4890
Q9HUS4,PA4889
Q9HUS5,PA4888
Q9HUS6,PA4887
Q9HUS7,PA4886
Q9HUS8,PA4885
Q9HUS9,PA4884
Q9HUT0,PA4883
Q9HUT1,PA4882
Q9HUT2,PA4881
Q9HUT3,PA4880
Q9HUT4,PA4879
Q9HUT5,PA4878
Q9HUT6,PA4877
Q9HUT7,PA4876
Q9HUT8,PA4875
Q9HUT9,PA4874
Q9HUU0,PA4873
Q9HUU1,PA4872
Q9HUU2,PA4871
Q9HUU3,PA4870
Q9HUU4,PA4869
Q9HUU5,PA4868
Q9HUU6,PA4867
Q9HUU7,PA4866
Q9HUU8,PA4865
Q9HUU9,PA4864
Q9HUV0,PA4863
Q9HUV1,PA4862
Q9HUV2,PA4861
