"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"P30011","controls-production-of","carbon dioxide",NA,"13717628;2139629;2139630;8561507","null"
"PP","chemical-affects","P30011",NA,"13717628;2139629;2139630;8561507","null"
"PRPP","used-to-produce","NaMN",NA,NA,"null"
"PRPP","consumption-controlled-by","P30011",NA,"13717628;2139629;2139630;8561507","null"
"PRPP","used-to-produce","PP",NA,NA,"null"
"PRPP","used-to-produce","carbon dioxide",NA,NA,"null"
"PRPP","reacts-with","hydrogen ion",NA,NA,"null"
"PRPP","reacts-with","quinolinate",NA,NA,"null"
"adenosine-5'-triphosphate","used-to-produce","DPN-ox",NA,NA,"null"
"adenosine-5'-triphosphate","used-to-produce","NaADN",NA,NA,"null"
"adenosine-5'-triphosphate","consumption-controlled-by","P0A752",NA,"10894752;13717628;16153292","null"
"adenosine-5'-triphosphate","consumption-controlled-by","P18843",NA,"10544053;13717628;8195100","null"
"adenosine-5'-triphosphate","used-to-produce","PP",NA,NA,"null"
"adenosine-5'-triphosphate","used-to-produce","adenosine-monophosphate",NA,NA,"null"
"adenosine-5'-triphosphate","reacts-with","gln",NA,NA,"null"
"adenosine-5'-triphosphate","used-to-produce","glu",NA,NA,"null"
"adenosine-5'-triphosphate","reacts-with","hydrogen ion",NA,NA,"null"
"adenosine-5'-triphosphate","used-to-produce","hydrogen ion",NA,NA,"null"
"adenosine-5-diphosphate","chemical-affects","P18843",NA,"10544053;13717628;4290215;8195100","null"
"adenosine-monophosphate","chemical-affects","P18843",NA,"10544053;13717628;4290215;8195100","null"
"adenosine","chemical-affects","P18843",NA,"10544053;13717628;4290215;8195100","null"
"asp","used-to-produce","2-iminosuccinate",NA,NA,"null"
"asp","consumption-controlled-by","P10902",NA,"20149100;20600565;2187483;238844;2841129;28700220;361684;7033218;8706749;8706750;9405056","null"
"asp","used-to-produce","hydrogen ion",NA,NA,"null"
"asp","used-to-produce","perhydrol",NA,NA,"null"
"cibacron blue F 3GA","chemical-affects","P10902",NA,"20149100;20600565;2187483;238844;2841129;28700220;361684;7033218;8706749;8706750;9405056","null"
"decoyinine","chemical-affects","P18843",NA,"10544053;13717628;4290215;8195100","null"
"gln","used-to-produce","DPN-ox",NA,NA,"null"
"gln","consumption-controlled-by","P18843",NA,"13717628","null"
"gln","used-to-produce","PP",NA,NA,"null"
"gln","used-to-produce","adenosine-monophosphate",NA,NA,"null"
"gln","used-to-produce","glu",NA,NA,"null"
"gln","used-to-produce","hydrogen ion",NA,NA,"null"
"hydrogen ion","used-to-produce","NaADN",NA,NA,"null"
"hydrogen ion","used-to-produce","NaMN",NA,NA,"null"
"hydrogen ion","consumption-controlled-by","P0A752",NA,"10894752;13717628;16153292","null"
"hydrogen ion","consumption-controlled-by","P30011",NA,"13717628;2139629;2139630;8561507","null"
"hydrogen ion","used-to-produce","PP",NA,NA,"null"
"hydrogen ion","used-to-produce","carbon dioxide",NA,NA,"null"
"hydrogen ion","reacts-with","quinolinate",NA,NA,"null"
"potassium","chemical-affects","P0A752",NA,"10894752;13717628;16153292;4291828","null"
"psicofuranine","chemical-affects","P18843",NA,"10544053;13717628;4290215;8195100","null"
"quinolinate","used-to-produce","NaMN",NA,NA,"null"
"quinolinate","consumption-controlled-by","P30011",NA,"13717628;2139629;2139630;8561507","null"
"quinolinate","used-to-produce","PP",NA,NA,"null"
"quinolinate","used-to-produce","carbon dioxide",NA,NA,"null"
