#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
uniprotkb:P26993	uniprotkb:P26993	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	psi-mi:"MI:0369"(lex-a dimerization assay)	-	pubmed:20008065	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1323|rigid:OW/6Y3h7kRXBUTQXnUcpfdwmKuw|edgetype:X	hpr:3|lpr:2|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rigid:OW/6Y3h7kRXBUTQXnUcpfdwmKuw	false	-	-	-	-	-	-
uniprotkb:P26993	uniprotkb:P26993	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	psi-mi:"MI:0369"(lex-a dimerization assay)	-	pubmed:20008065	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1323|rigid:OW/6Y3h7kRXBUTQXnUcpfdwmKuw|edgetype:X	hpr:3|lpr:2|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rigid:OW/6Y3h7kRXBUTQXnUcpfdwmKuw	false	-	-	-	-	-	-
uniprotkb:P26993	uniprotkb:P26993	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	psi-mi:"MI:0369"(lex-a dimerization assay)	-	pubmed:20008065	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1323|rigid:OW/6Y3h7kRXBUTQXnUcpfdwmKuw|edgetype:X	hpr:3|lpr:2|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rigid:OW/6Y3h7kRXBUTQXnUcpfdwmKuw	false	-	-	-	-	-	-
uniprotkb:P26993	uniprotkb:Q9I321	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	entrezgene/locuslink:880880|uniprotkb:Q9I321|rogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964|irogid:27291679	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	hgnc:exsD|uniprotkb:Q9I321_PSEAE|crogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964|icrogid:27291679	psi-mi:"MI:0369"(lex-a dimerization assay)	-	pubmed:20008065	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1323|rigid:DAj3uSS9yWFoYhzLF/6YoG0d9l4|edgetype:X	hpr:3|lpr:3|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964	rigid:DAj3uSS9yWFoYhzLF/6YoG0d9l4	false	-	-	-	-	-	-
uniprotkb:P26993	uniprotkb:Q9I321	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	entrezgene/locuslink:880880|uniprotkb:Q9I321|rogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964|irogid:27291679	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	hgnc:exsD|uniprotkb:Q9I321_PSEAE|crogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964|icrogid:27291679	psi-mi:"MI:0369"(lex-a dimerization assay)	-	pubmed:20008065	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1323|rigid:DAj3uSS9yWFoYhzLF/6YoG0d9l4|edgetype:X	hpr:3|lpr:3|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964	rigid:DAj3uSS9yWFoYhzLF/6YoG0d9l4	false	-	-	-	-	-	-
uniprotkb:P26993	uniprotkb:Q9I321	entrezgene/locuslink:879712|uniprotkb:P26993|rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|irogid:26637919	entrezgene/locuslink:880880|uniprotkb:Q9I321|rogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964|irogid:27291679	hgnc:exsA|uniprotkb:EXSA_PSEAE|crogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964|icrogid:26637919	hgnc:exsD|uniprotkb:Q9I321_PSEAE|crogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964|icrogid:27291679	psi-mi:"MI:0369"(lex-a dimerization assay)	-	pubmed:20008065	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1323|rigid:DAj3uSS9yWFoYhzLF/6YoG0d9l4|edgetype:X	hpr:3|lpr:3|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:8AQvhTEiTtpZJMWb8aLS6dojJXY208964	rogid:9U6ISOBhXtkHdcl8ghXGdKWX1IY208964	rigid:DAj3uSS9yWFoYhzLF/6YoG0d9l4	false	-	-	-	-	-	-
uniprotkb:Q9HYF1	uniprotkb:Q9HYF1	entrezgene/locuslink:878853|uniprotkb:Q9HYF1|rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|irogid:48862384	entrezgene/locuslink:878853|uniprotkb:Q9HYF1|rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|irogid:48862384	hgnc:PA3455|uniprotkb:Q9HYF1_PSEAE|crogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|icrogid:48862384	hgnc:PA3455|uniprotkb:Q9HYF1_PSEAE|crogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|icrogid:48862384	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:19001261	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(dip)	dip:DIP-103304E|rigid:23FLaF7q0+Lu5Vg8K4kYFWIy9UU|edgetype:Y	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964	rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964	rigid:23FLaF7q0+Lu5Vg8K4kYFWIy9UU	false	-	-	-	-	-	-
uniprotkb:Q9HYF1	uniprotkb:Q9HYF1	entrezgene/locuslink:878853|uniprotkb:Q9HYF1|rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|irogid:48862384	entrezgene/locuslink:878853|uniprotkb:Q9HYF1|rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|irogid:48862384	hgnc:PA3455|uniprotkb:Q9HYF1_PSEAE|crogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|icrogid:48862384	hgnc:PA3455|uniprotkb:Q9HYF1_PSEAE|crogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|icrogid:48862384	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:19001261	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(dip)	dip:DIP-103304E|rigid:23FLaF7q0+Lu5Vg8K4kYFWIy9UU|edgetype:Y	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964	rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964	rigid:23FLaF7q0+Lu5Vg8K4kYFWIy9UU	false	-	-	-	-	-	-
uniprotkb:Q9HYF1	uniprotkb:Q9HYF1	entrezgene/locuslink:878853|uniprotkb:Q9HYF1|rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|irogid:48862384	entrezgene/locuslink:878853|uniprotkb:Q9HYF1|rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|irogid:48862384	hgnc:PA3455|uniprotkb:Q9HYF1_PSEAE|crogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|icrogid:48862384	hgnc:PA3455|uniprotkb:Q9HYF1_PSEAE|crogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|icrogid:48862384	psi-mi:"MI:0114"(x-ray crystallography)	nocek-2008-1	pubmed:19001261	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-15739726|rigid:23FLaF7q0+Lu5Vg8K4kYFWIy9UU|edgetype:Y	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964	rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964	rigid:23FLaF7q0+Lu5Vg8K4kYFWIy9UU	false	-	-	-	-	-	-
uniprotkb:Q9HYF1	uniprotkb:Q9HYF1	entrezgene/locuslink:878853|uniprotkb:Q9HYF1|rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|irogid:48862384	entrezgene/locuslink:878853|uniprotkb:Q9HYF1|rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|irogid:48862384	hgnc:PA3455|uniprotkb:Q9HYF1_PSEAE|crogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|icrogid:48862384	hgnc:PA3455|uniprotkb:Q9HYF1_PSEAE|crogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964|icrogid:48862384	psi-mi:"MI:0071"(molecular sieving)	nocek-2008-3	pubmed:19001261	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-15739773|rigid:23FLaF7q0+Lu5Vg8K4kYFWIy9UU|edgetype:Y	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964	rogid:qUDiX1P1d5xqDj5oBAJaisCcezM208964	rigid:23FLaF7q0+Lu5Vg8K4kYFWIy9UU	false	-	-	-	-	-	-
uniprotkb:Q9HY82	uniprotkb:Q9HY82	entrezgene/locuslink:879810|uniprotkb:Q9HY82|rogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964|irogid:49364026	entrezgene/locuslink:879810|uniprotkb:Q9HY82|rogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964|irogid:49364026	hgnc:rnt|uniprotkb:RNT_PSEAE|crogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964|icrogid:49364026	hgnc:rnt|uniprotkb:RNT_PSEAE|crogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964|icrogid:49364026	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:17437714	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(dip)	dip:DIP-58804E|rigid:JChjdKfMJ65x1qnoxW6ydFNsKfI|edgetype:Y	hpr:4|lpr:4|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964	rogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964	rigid:JChjdKfMJ65x1qnoxW6ydFNsKfI	false	-	-	-	-	-	-
uniprotkb:Q9HY82	uniprotkb:Q9HY82	entrezgene/locuslink:879810|uniprotkb:Q9HY82|rogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964|irogid:49364026	entrezgene/locuslink:879810|uniprotkb:Q9HY82|rogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964|irogid:49364026	hgnc:rnt|uniprotkb:RNT_PSEAE|crogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964|icrogid:49364026	hgnc:rnt|uniprotkb:RNT_PSEAE|crogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964|icrogid:49364026	psi-mi:"MI:0114"(x-ray crystallography)	zuo-2007-1	pubmed:17437714	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-15631985|rigid:KVegRbcWvQOanPE5w3+qKq03Yg0|edgetype:X	hpr:4|lpr:4|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964	rogid:rUAj66bfFJfQGDfvMP64Yp+UFyg208964	rigid:KVegRbcWvQOanPE5w3+qKq03Yg0	false	-	-	-	-	-	-
uniprotkb:O54439	uniprotkb:Q9HTM0	entrezgene/locuslink:879895|uniprotkb:O54439|rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|irogid:43284214	entrezgene/locuslink:877912|uniprotkb:Q9HTM0|rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|irogid:52906034	hgnc:acpP|uniprotkb:ACP1_PSEAE|crogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|icrogid:43284214	hgnc:spoT|uniprotkb:Q9HTM0_PSEAE|crogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|icrogid:52906034	psi-mi:"MI:0014"(adenylate cyclase complementation)	battesti-2009-1	pubmed:18996989	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-6405094|rigid:GeWxzqrvqBMznghxHPk/xvyay4U|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964	rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964	rigid:GeWxzqrvqBMznghxHPk/xvyay4U	false	-	-	-	-	-	-
uniprotkb:O54439	uniprotkb:Q9HTM0	entrezgene/locuslink:879895|uniprotkb:O54439|rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|irogid:43284214	entrezgene/locuslink:877912|uniprotkb:Q9HTM0|rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|irogid:52906034	hgnc:acpP|uniprotkb:ACP1_PSEAE|crogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|icrogid:43284214	hgnc:spoT|uniprotkb:Q9HTM0_PSEAE|crogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|icrogid:52906034	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1912|rigid:GeWxzqrvqBMznghxHPk/xvyay4U|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964	rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964	rigid:GeWxzqrvqBMznghxHPk/xvyay4U	false	-	-	-	-	-	-
uniprotkb:O54439	uniprotkb:Q9HTM0	entrezgene/locuslink:879895|uniprotkb:O54439|rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|irogid:43284214	entrezgene/locuslink:877912|uniprotkb:Q9HTM0|rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|irogid:52906034	hgnc:acpP|uniprotkb:ACP1_PSEAE|crogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|icrogid:43284214	hgnc:spoT|uniprotkb:Q9HTM0_PSEAE|crogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|icrogid:52906034	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1912|rigid:GeWxzqrvqBMznghxHPk/xvyay4U|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964	rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964	rigid:GeWxzqrvqBMznghxHPk/xvyay4U	false	-	-	-	-	-	-
uniprotkb:O54439	uniprotkb:Q9HTM0	entrezgene/locuslink:879895|uniprotkb:O54439|rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|irogid:43284214	entrezgene/locuslink:877912|uniprotkb:Q9HTM0|rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|irogid:52906034	hgnc:acpP|uniprotkb:ACP1_PSEAE|crogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|icrogid:43284214	hgnc:spoT|uniprotkb:Q9HTM0_PSEAE|crogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|icrogid:52906034	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1912|rigid:GeWxzqrvqBMznghxHPk/xvyay4U|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964	rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964	rigid:GeWxzqrvqBMznghxHPk/xvyay4U	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:310332|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
