"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"P69441","ProteinReference","Adk","Database of Interacting Proteins:DIP-47903N;EcoCyc:ADENYL-KIN-MONOMER;EcoliWiki:b0474;MODBASE:P69441;NCBI Reference Sequences Database:NP_415007;Pride:P69441;Protein Model Portal:P69441;Protein Ontology:PRO_000022061;SWISS-MODEL:P69441;UniProt:P69441","InterPro:IPR000850;InterPro:IPR006259;InterPro:IPR007862;InterPro:IPR027417;InterPro:IPR033690;Panther:PTHR23359;Pfam:PF05191;Prints:PR00094;Prosite:PS00113;Protein Data Bank:1AKE;Protein Data Bank:1ANK;Protein Data Bank:1E4V;Protein Data Bank:1E4Y;Protein Data Bank:2ECK;Protein Data Bank:3HPQ;Protein Data Bank:3HPR;Protein Data Bank:4AKE;Protein Data Bank:4X8H;Protein Data Bank:4X8L;Protein Data Bank:4X8M;Protein Data Bank:4X8O;Protein Data Bank:5EJE"
"AIR","SmallMoleculeReference","AIR","CAS:25635-88-5;ChEBI:CHEBI:137981;EcoCyc:5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE;HMDB:HMDB01235;IAF1260:air;KEGG LIGAND:C03373;PubChem-compound:44229244;RefMet:5-Aminoimidazole ribonucleotide",NA
"P33221","ProteinReference","PurT","Database of Interacting Proteins:DIP-10618N;EcoCyc:GARTRANSFORMYL2-MONOMER;EcoliWiki:b1849;MODBASE:P33221;Mint:MINT-1306001;NCBI Reference Sequences Database:NP_416363;Pride:P33221;Protein Model Portal:P33221;Protein Ontology:PRO_000023645;SWISS-MODEL:P33221;UniProt:P33221","InterPro:IPR003135;InterPro:IPR005862;InterPro:IPR011054;InterPro:IPR011761;InterPro:IPR013815;InterPro:IPR016185;Panther:PTHR23047:SF2;Pfam:PF02222;Prosite:PS50975;Protein Data Bank:1EYZ;Protein Data Bank:1EZ1;Protein Data Bank:1KJ8;Protein Data Bank:1KJ9;Protein Data Bank:1KJI;Protein Data Bank:1KJJ;Protein Data Bank:1KJQ;Protein Data Bank:1NFE"
"FAICAR","SmallMoleculeReference","FAICAR","ChEBI:CHEBI:58467;EcoCyc:PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE;HMDB:HMDB01439;IAF1260:fprica;KEGG LIGAND:C04734;MetaboLights:MTBLC58467;PubChem-compound:45266654",NA
"glu","SmallMoleculeReference","glu","CAS:56-86-0;ChEBI:CHEBI:29985;ChemSpider:4573882;EcoCyc:GLT;HMDB:HMDB00148;IAF1260:glu__L;KEGG LIGAND:C00025;KNApSAcK:C00001358;MetaboLights:MTBLC29985;PubChem-compound:5460299;RefMet:Glutamic acid",NA
"P0A786","ProteinReference","PyrB","Database of Interacting Proteins:DIP-35089N;EcoCyc:ASPCARBCAT-MONOMER;EcoliWiki:b4245;Mint:MINT-1541312;NCBI Reference Sequences Database:NP_418666;Pride:P0A786;Protein Model Portal:P0A786;Protein Ontology:PRO_000023657;SWISS-MODEL:P0A786;UniProt:P0A786","InterPro:IPR002082;InterPro:IPR006130;InterPro:IPR006131;InterPro:IPR006132;Panther:PTHR11405:SF53;Pfam:PF00185;Pfam:PF02729;Prints:PR00100;Prints:PR00101;Prosite:PS00097;Protein Data Bank:1ACM;Protein Data Bank:1AT1;Protein Data Bank:1D09;Protein Data Bank:1EKX;Protein Data Bank:1EZZ;Protein Data Bank:1F1B;Protein Data Bank:1GQ3;Protein Data Bank:1I5O;Protein Data Bank:1NBE;Protein Data Bank:1Q95;Protein Data Bank:1R0B;Protein Data Bank:1R0C;Protein Data Bank:1RAA;Protein Data Bank:1RAB;Protein Data Bank:1RAC;Protein Data Bank:1RAD;Protein Data Bank:1RAE;Protein Data Bank:1RAF;Protein Data Bank:1RAG;Protein Data Bank:1RAH;Protein Data Bank:1RAI;Protein Data Bank:1SKU;Protein Data Bank:1TTH;Protein Data Bank:1TU0;Protein Data Bank:1TUG;Protein Data Bank:1XJW;Protein Data Bank:1ZA1;Protein Data Bank:1ZA2;Protein Data Bank:2A0F;Protein Data Bank:2AIR;Protein Data Bank:2AT1;Protein Data Bank:2ATC;Protein Data Bank:2FZC;Protein Data Bank:2FZG;Protein Data Bank:2FZK;Protein Data Bank:2H3E;Protein Data Bank:2HSE;Protein Data Bank:2IPO;Protein Data Bank:2QG9;Protein Data Bank:2QGF;Protein Data Bank:3AT1;Protein Data Bank:3CSU;Protein Data Bank:3D7S;Protein Data Bank:3MPU;Protein Data Bank:3NPM;Protein Data Bank:4AT1;Protein Data Bank:4E2F;Protein Data Bank:4F04;Protein Data Bank:4FYV;Protein Data Bank:4FYW;Protein Data Bank:4FYX;Protein Data Bank:4FYY;Protein Data Bank:4WTO;Protein Data Bank:5AT1;Protein Data Bank:6AT1;Protein Data Bank:7AT1;Protein Data Bank:8AT1;Protein Data Bank:8ATC;Protein Data Bank:9ATC"
"P10371","ProteinReference","HisA","EcoCyc:PRIBFAICARPISOM-MONOMER;EcoliWiki:b2024;MODBASE:P10371;NCBI Reference Sequences Database:NP_416528;Pride:P10371;Protein Model Portal:P10371;Protein Ontology:PRO_000022891;SWISS-MODEL:P10371;UniProt:P10371","InterPro:IPR006062;InterPro:IPR006063;InterPro:IPR011060;InterPro:IPR013785;InterPro:IPR023016;Pfam:PF00977"
"NH4+","SmallMoleculeReference",NA,"CAS:14798-03-9;ChEBI:CHEBI:28938;ChemSpider:218;EcoCyc:AMMONIUM;HMDB:HMDB41827;IAF1260:nh4;KEGG LIGAND:C01342;MetaboLights:MTBLC28938;PubChem-compound:223",NA
"3'-O-(4-benzoyl)-benzoic-adenosine 5'-triphosphate","SmallMoleculeReference",NA,"EcoCyc:CPD0-1552;KEGG LIGAND:C13744;PubChem-compound:54758634",NA
"gly","SmallMoleculeReference","gly","CAS:56-40-6;ChEBI:CHEBI:57305;ChemSpider:730;DrugBank:DB00145;EcoCyc:GLY;HMDB:HMDB00123;IAF1260:gly;KEGG LIGAND:C00037;KNApSAcK:C00001361;MetaboLights:MTBLC15428;PubChem-compound:5257127;RefMet:Glycine",NA
"ribose-5P","SmallMoleculeReference",NA,"CAS:4300-28-1;ChEBI:CHEBI:78346;EcoCyc:RIBOSE-5P;HMDB:HMDB01548;IAF1260:42420;KEGG LIGAND:C00117;PubChem-compound:24794349",NA
"P39452","ProteinReference","NrdE","Database of Interacting Proteins:DIP-359N;EcoCyc:NRDE-MONOMER;EcoliWiki:b2675;MODBASE:P39452;NCBI Reference Sequences Database:NP_417161;Pride:P39452;Protein Model Portal:P39452;Protein Ontology:PRO_000023405;SWISS-MODEL:P39452;Swiss-Model:P39452;UniProt:P39452","InterPro:IPR000788;InterPro:IPR008926;InterPro:IPR013346;InterPro:IPR013509;InterPro:IPR013554;InterPro:IPR026459;Pfam:PF00317;Pfam:PF02867;Pfam:PF08343;Prints:PR01183;Prosite:PS00089"
"P08178","ProteinReference","PurM","EcoCyc:AIRS-MONOMER;EcoliWiki:b2499;MODBASE:P08178;NCBI Reference Sequences Database:NP_416994;Pride:P08178;Protein Model Portal:P08178;Protein Ontology:PRO_000023642;SWISS-MODEL:P08178;UniProt:P08178","InterPro:IPR004733;InterPro:IPR010918;InterPro:IPR016188;Panther:PTHR10520:SF42;Pfam:PF00586;Pfam:PF02769;Protein Data Bank:1CLI"
"NAIR","SmallMoleculeReference",NA,"EcoCyc:NAIR;PubChem-compound:90659210",NA
"dXMP","SmallMoleculeReference",NA,"EcoCyc:CPD0-1468;PubChem-compound:25203219",NA
"an electron-transfer quinol","SmallMoleculeReference",NA,"EcoCyc:ETR-Quinols",NA
"acivicin","SmallMoleculeReference",NA,"ChEBI:CHEBI:74545;EcoCyc:CPD0-1036;MetaboLights:MTBLC74545;PubChem-compound:25201096",NA
"AICAR","SmallMoleculeReference","AICAR","CAS:3031-94-5;ChEBI:CHEBI:58475;EcoCyc:AICAR;HMDB:HMDB01517;IAF1260:aicar;KEGG LIGAND:C04677;MetaboLights:MTBLC58475;PubChem-compound:45266657;RefMet:AICAR",NA
"P09029","ProteinReference","PurK","EcoCyc:PURK-MONOMER;EcoliWiki:b0522;MODBASE:P09029;NCBI Reference Sequences Database:NP_415055;Pride:P09029;Protein Model Portal:P09029;Protein Ontology:PRO_000023641;SWISS-MODEL:P09029;UniProt:P09029","InterPro:IPR003135;InterPro:IPR005875;InterPro:IPR011054;InterPro:IPR011761;InterPro:IPR013815;InterPro:IPR016185;Pfam:PF02222;Prosite:PS50975;Protein Data Bank:1B6R;Protein Data Bank:1B6S;Protein Data Bank:3ETH;Protein Data Bank:3ETJ"
"ppGp","SmallMoleculeReference",NA,"EcoCyc:CPD0-1055;PubChem-compound:25245212",NA
"6-diazo-5-oxo-norvaline","SmallMoleculeReference",NA,"EcoCyc:CPD0-1628",NA
"P0A7E5","ProteinReference","PyrG","Database of Interacting Proteins:DIP-10628N;EcoCyc:CTPSYN-MONOMER;EcoliWiki:b2780;NCBI Reference Sequences Database:NP_417260;Pride:P0A7E5;Protein Model Portal:P0A7E5;Protein Ontology:PRO_000023662;SWISS-MODEL:P0A7E5;UniProt:P0A7E5","InterPro:IPR004468;InterPro:IPR017456;InterPro:IPR017926;InterPro:IPR027417;InterPro:IPR029062;InterPro:IPR033828;Panther:PTHR11550;Pfam:PF00117;Pfam:PF06418;Prosite:PS51273;Protein Data Bank:1S1M;Protein Data Bank:2AD5;Protein Data Bank:5TKV;Protein Data Bank:5U05;Protein Data Bank:5U3C;Protein Data Bank:5U6R"
"suc","SmallMoleculeReference",NA,"CAS:110-15-6;ChEBI:CHEBI:30031;ChemSpider:140973;EcoCyc:SUC;HMDB:HMDB00254;IAF1260:succ;KEGG LIGAND:C00042;KNApSAcK:C00001205;MetaboLights:MTBLC30031;PubChem-compound:160419;RefMet:Succinic acid",NA
"SAICAR","SmallMoleculeReference","SAICAR","ChEBI:CHEBI:58443;EcoCyc:P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE;HMDB:HMDB00797;IAF1260:25aics;KEGG LIGAND:C04823;MetaboLights:MTBLC58443;PubChem-compound:45266647",NA
"2-oxopentanedionic acid","SmallMoleculeReference",NA,"CAS:328-50-7;ChEBI:CHEBI:16810;ChemSpider:144236;EcoCyc:2-KETOGLUTARATE;HMDB:HMDB00208;IAF1260:akg;KEGG LIGAND:C00026;KNApSAcK:C00000769;MetaboLights:MTBLC16810;PubChem-compound:164533;RefMet:Oxoglutaric acid",NA
"P0A7E3","ProteinReference","PyrE","EcoCyc:OROPRIBTRANS-MONOMER;EcoliWiki:b3642;NCBI Reference Sequences Database:NP_418099;Pride:P0A7E3;Protein Model Portal:P0A7E3;Protein Ontology:PRO_000023660;SWISS-MODEL:P0A7E3;UniProt:P0A7E3","InterPro:IPR000836;InterPro:IPR004467;InterPro:IPR023031;InterPro:IPR029057;Pfam:PF00156;Prosite:PS00103;Protein Data Bank:1ORO"
"carbamyl-L-aspartate","SmallMoleculeReference",NA,"CAS:16649-79-9;ChEBI:CHEBI:32814;ChemSpider:10718031;EcoCyc:CARBAMYUL-L-ASPARTATE;HMDB:HMDB00828;IAF1260:cbasp;KEGG LIGAND:C00438;MetaboLights:MTBLC32814;PubChem-compound:5460257",NA
"P0A7E1","ProteinReference","PyrD","Database of Interacting Proteins:DIP-35945N;EcoCyc:DIHYDROOROTOX-MONOMER;EcoliWiki:b0945;MODBASE:P0A7E1;NCBI Reference Sequences Database:NP_415465;Pride:P0A7E1;Protein Model Portal:P0A7E1;Protein Ontology:PRO_000023659;SWISS-MODEL:P0A7E1;UniProt:P0A7E1","InterPro:IPR001295;InterPro:IPR005719;InterPro:IPR005720;InterPro:IPR012135;InterPro:IPR013785;Pfam:PF01180;Prosite:PS00911;Prosite:PS00912;Protein Data Bank:1F76"
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"9-D-psicofuranosyl-6-aminopurine","SmallMoleculeReference",NA,"ChEBI:CHEBI:554078;EcoCyc:CPD0-1033;KEGG LIGAND:C05342;PubChem-compound:46926166",NA
"P0A6K6","ProteinReference","DeoB","Database of Interacting Proteins:DIP-48057N;EcoCyc:PPENTOMUT-MONOMER;EcoliWiki:b4383;MODBASE:P0A6K6;NCBI Reference Sequences Database:NP_418800;Pride:P0A6K6;Protein Model Portal:P0A6K6;Protein Ontology:PRO_000022428;SWISS-MODEL:P0A6K6;UniProt:P0A6K6","InterPro:IPR006124;InterPro:IPR010045;InterPro:IPR017849;InterPro:IPR017850;InterPro:IPR024052;Panther:PTHR21110;Pfam:PF01676"
"an electron-transfer quinone","SmallMoleculeReference",NA,"EcoCyc:ETR-Quinones",NA
"P0A7E9","ProteinReference","PyrH","Database of Interacting Proteins:DIP-31830N;EcoCyc:UMPKI-MONOMER;EcoliWiki:b0171;MODBASE:P0A7E9;Mint:MINT-1222953;NCBI Reference Sequences Database:NP_414713;Pride:P0A7E9;Protein Model Portal:P0A7E9;Protein Ontology:PRO_000023663;SWISS-MODEL:P0A7E9;UniProt:P0A7E9","InterPro:IPR001048;InterPro:IPR011817;InterPro:IPR015963;Panther:PTHR42833:SF2;Pfam:PF00696;Protein Data Bank:2BND;Protein Data Bank:2BNE;Protein Data Bank:2BNF;Protein Data Bank:2V4Y"
"dihydro-L-orotate","SmallMoleculeReference",NA,"CAS:155-54-4;CAS:5988-19-2;ChEBI:CHEBI:30864;ChemSpider:4573876;EcoCyc:DI-H-OROTATE;HMDB:HMDB00528;IAF1260:dhor__S;KEGG LIGAND:C00337;MetaboLights:MTBLC30864;PubChem-compound:5460289;RefMet:Dihydroorotic acid",NA
"5-phosphoribosyl-ATP","SmallMoleculeReference",NA,"ChEBI:CHEBI:73200;DrugBank:DB01661;EcoCyc:PHOSPHORIBOSYL-ATP;HMDB:HMDB03665;IAF1260:prbatp;KEGG LIGAND:C02739;PubChem-compound:90658853",NA
"P37146","ProteinReference","NrdF","Database of Interacting Proteins:DIP-374N;EcoCyc:NRDF-MONOMER;EcoliWiki:b2676;MODBASE:P37146;NCBI Reference Sequences Database:NP_417162;Pride:P37146;Protein Model Portal:P37146;Protein Ontology:PRO_000023406;SWISS-MODEL:P37146;Swiss-Model:P37146;UniProt:P37146","InterPro:IPR000358;InterPro:IPR009078;InterPro:IPR026494;InterPro:IPR030475;InterPro:IPR033909;Panther:PTHR23409;Pfam:PF00268;Prosite:PS00368;Protein Data Bank:3N37;Protein Data Bank:3N38;Protein Data Bank:3N39;Protein Data Bank:3N3A;Protein Data Bank:3N3B;Protein Data Bank:4M1F"
"P60595","ProteinReference","HisH","EcoCyc:GLUTAMIDOTRANS-MONOMER;EcoliWiki:b2023;MODBASE:P60595;NCBI Reference Sequences Database:NP_416527;Pride:P60595;Protein Model Portal:P60595;Protein Ontology:PRO_000022897;SWISS-MODEL:P60595;UniProt:P60595","InterPro:IPR010139;InterPro:IPR017926;InterPro:IPR029062;Pfam:PF00117;Prosite:PS51273"
"P00968","ProteinReference","CarB","Database of Interacting Proteins:DIP-1025N;EcoCyc:CARBPSYN-LARGE;EcoliWiki:b0033;MODBASE:P00968;Mint:MINT-1255866;NCBI Reference Sequences Database:NP_414574;Pride:P00968;Protein Model Portal:P00968;Protein Ontology:PRO_000022248;SWISS-MODEL:P00968;UniProt:P00968","InterPro:IPR005479;InterPro:IPR005480;InterPro:IPR005483;InterPro:IPR006275;InterPro:IPR011607;InterPro:IPR011761;InterPro:IPR013815;InterPro:IPR016185;InterPro:IPR033937;Pfam:PF02142;Pfam:PF02786;Pfam:PF02787;Prints:PR00098;Prosite:PS00866;Prosite:PS00867;Prosite:PS50975;Protein Data Bank:1A9X;Protein Data Bank:1BXR;Protein Data Bank:1C30;Protein Data Bank:1C3O;Protein Data Bank:1CE8;Protein Data Bank:1CS0;Protein Data Bank:1JDB;Protein Data Bank:1KEE;Protein Data Bank:1M6V;Protein Data Bank:1T36;Smart:SM00851;Smart:SM01096"
"P0ADG7","ProteinReference","GuaB","Database of Interacting Proteins:DIP-36207N;EcoCyc:IMP-DEHYDROG-MONOMER;EcoliWiki:b2508;MODBASE:P0ADG7;Mint:MINT-1235980;NCBI Reference Sequences Database:NP_417003;Pride:P0ADG7;Protein Model Portal:P0ADG7;Protein Ontology:PRO_000022851;SWISS-MODEL:P0ADG7;Swiss-Model:P0ADG7;UniProt:P0ADG7","InterPro:IPR000644;InterPro:IPR001093;InterPro:IPR005990;InterPro:IPR013785;InterPro:IPR015875;Panther:PTHR11911:SF6;Pfam:PF00478;Pfam:PF00571;Prosite:PS00487;Prosite:PS51371;Smart:SM00116"
"2'-deoxyadenosine-5'-diphosphate","SmallMoleculeReference",NA,"CAS:2793-06-8;ChEBI:CHEBI:57667;ChemSpider:19992628;EcoCyc:DADP;HMDB:HMDB01508;IAF1260:dadp;KEGG LIGAND:C00206;MetaboLights:MTBLC57667;PubChem-compound:21125569;RefMet:dADP",NA
"cis-butenedioic acid","SmallMoleculeReference",NA,"CAS:110-16-7;ChEBI:CHEBI:30780;ChemSpider:4450430;EcoCyc:MALEATE;HMDB:HMDB00176;KEGG LIGAND:C01384;PubChem-compound:5288227;RefMet:Maleic acid",NA
"P60757","ProteinReference","HisG","EcoCyc:ATPPHOSRIBOSTRANS-MONOMER;EcoliWiki:b2019;MODBASE:P60757;NCBI Reference Sequences Database:NP_416523;Pride:P60757;Protein Model Portal:P60757;Protein Ontology:PRO_000022896;SWISS-MODEL:P60757;UniProt:P60757","InterPro:IPR001348;InterPro:IPR011322;InterPro:IPR013115;InterPro:IPR013820;InterPro:IPR015867;InterPro:IPR018198;InterPro:IPR020621;Panther:PTHR21403;Pfam:PF01634;Pfam:PF08029;Prosite:PS01316;Protein Data Bank:1H3D;Protein Data Bank:1Q1K"
"N5-CAIR","SmallMoleculeReference","N5-CAIR","ChEBI:CHEBI:58730;EcoCyc:CPD0-181;HMDB:HMDB12268;IAF1260:5caiz;KEGG LIGAND:C15667;PubChem-compound:25202011",NA
"adenosine-monophosphate","SmallMoleculeReference",NA,"CAS:61-19-8;ChEBI:CHEBI:456215;ChemSpider:10239183;EcoCyc:AMP;HMDB:HMDB00045;IAF1260:amp;KEGG LIGAND:C00020;MetaboLights:MTBLC456215;NCI Open DB:20264;PubChem-compound:15938965;RefMet:AMP",NA
"imidazole acetol-P","SmallMoleculeReference",NA,"CAS:99979-59-6;ChEBI:CHEBI:57766;EcoCyc:IMIDAZOLE-ACETOL-P;HMDB:HMDB12236;IAF1260:imacp;KEGG LIGAND:C01267;PubChem-compound:25244516;RefMet:Imidazole acetol-phosphate",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
"erythro-imidazole-glycerol-phosphate","SmallMoleculeReference",NA,"ChEBI:CHEBI:58278;ChemSpider:4573672;EcoCyc:D-ERYTHRO-IMIDAZOLE-GLYCEROL-P;HMDB:HMDB12208;IAF1260:eig3p;KEGG LIGAND:C04666;PubChem-compound:5459954",NA
"P0A7F3","ProteinReference","PyrI","Database of Interacting Proteins:DIP-35088N;EcoCyc:ASPCARBREG-MONOMER;EcoliWiki:b4244;Mint:MINT-1541364;NCBI Reference Sequences Database:NP_418665;Pride:P0A7F3;Protein Model Portal:P0A7F3;Protein Ontology:PRO_000023664;SWISS-MODEL:P0A7F3;UniProt:P0A7F3","InterPro:IPR002801;InterPro:IPR020542;InterPro:IPR020545;Panther:PTHR35805;Pfam:PF01948;Pfam:PF02748;ProDom; a protein domain database:PD006194;Protein Data Bank:1ACM;Protein Data Bank:1AT1;Protein Data Bank:1D09;Protein Data Bank:1EZZ;Protein Data Bank:1F1B;Protein Data Bank:1I5O;Protein Data Bank:1NBE;Protein Data Bank:1Q95;Protein Data Bank:1R0B;Protein Data Bank:1R0C;Protein Data Bank:1RAA;Protein Data Bank:1RAB;Protein Data Bank:1RAC;Protein Data Bank:1RAD;Protein Data Bank:1RAE;Protein Data Bank:1RAF;Protein Data Bank:1RAG;Protein Data Bank:1RAH;Protein Data Bank:1RAI;Protein Data Bank:1SKU;Protein Data Bank:1TTH;Protein Data Bank:1TU0;Protein Data Bank:1TUG;Protein Data Bank:1XJW;Protein Data Bank:1ZA1;Protein Data Bank:1ZA2;Protein Data Bank:2A0F;Protein Data Bank:2AIR;Protein Data Bank:2AT1;Protein Data Bank:2ATC;Protein Data Bank:2FZC;Protein Data Bank:2FZG;Protein Data Bank:2FZK;Protein Data Bank:2H3E;Protein Data Bank:2HSE;Protein Data Bank:2IPO;Protein Data Bank:2QG9;Protein Data Bank:2QGF;Protein Data Bank:3AT1;Protein Data Bank:3D7S;Protein Data Bank:3MPU;Protein Data Bank:4AT1;Protein Data Bank:4E2F;Protein Data Bank:4F04;Protein Data Bank:4FYV;Protein Data Bank:4FYW;Protein Data Bank:4FYX;Protein Data Bank:4FYY;Protein Data Bank:4WTO;Protein Data Bank:5AT1;Protein Data Bank:6AT1;Protein Data Bank:7AT1;Protein Data Bank:8AT1;Protein Data Bank:8ATC;Protein Data Bank:9ATC"
"tris hydrochloride","SmallMoleculeReference",NA,"ChEBI:CHEBI:46097;ChemSpider:3005513;DrugBank:DB03754;EcoCyc:TRIS;KEGG LIGAND:C07182;PubChem-compound:3777159",NA
"P15639","ProteinReference","PurH","EcoCyc:AICARTRANSIMPCYCLO-CPLX;EcoliWiki:b4006;MODBASE:P15639;NCBI Reference Sequences Database:NP_418434;Pride:P15639;Protein Model Portal:P15639;Protein Ontology:PRO_000024869;SWISS-MODEL:P15639;UniProt:P15639","InterPro:IPR002695;InterPro:IPR011607;InterPro:IPR016193;InterPro:IPR024051;Panther:PTHR11692;Pfam:PF01808;Pfam:PF02142;Smart:SM00798;Smart:SM00851"
"PO43-","SmallMoleculeReference",NA,"CAS:14265-44-2;ChEBI:CHEBI:43474;EcoCyc:Pi;HMDB:HMDB00973;IAF1260:pi;KEGG LIGAND:C00009;KNApSAcK:C00007408;MetaboLights:MTBLC43474;PubChem-compound:3681305;RefMet:Phosphoric acid",NA
