"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"P37759","ProteinReference","RfbB","Database of Interacting Proteins:DIP-10680N;EcoCyc:DTDPGLUCDEHYDRAT-MONOMER;EcoliWiki:b2041;MODBASE:P37759;Mint:MINT-1302103;NCBI Reference Sequences Database:NP_416545;Pride:P37759;Protein Model Portal:P37759;SWISS-MODEL:P37759;Swiss-Model:P37759;UniProt:P37759","InterPro:IPR005888;InterPro:IPR016040;Panther:PTHR10366:SF41;Pfam:PF16363"
"P37744","ProteinReference","RfbA","EcoCyc:DTDPGLUCOSEPP-MONOMER;EcoliWiki:b2039;MODBASE:P37744;NCBI Reference Sequences Database:NP_416543;Pride:P37744;Protein Model Portal:P37744;Protein Ontology:PRO_000023783;SWISS-MODEL:P37744;UniProt:P37744","InterPro:IPR005835;InterPro:IPR005907;InterPro:IPR029044;Panther:PTHR43532;Pfam:PF00483;Protein Data Bank:1H5R;Protein Data Bank:1H5S;Protein Data Bank:1H5T"
"dTDP-alpha;-D-glucose","SmallMoleculeReference",NA,"CAS:2009-24-7;ChEBI:CHEBI:57477;EcoCyc:DTDP-D-GLUCOSE;HMDB:HMDB01328;IAF1260:dtdpglu;KEGG LIGAND:C00842;MetaboLights:MTBLC57477;PubChem-compound:25202390;RefMet:dTDP-glucose",NA
"P37760","ProteinReference","RfbD","EcoCyc:DTDPDEHYRHAMREDUCT-MONOMER;EcoliWiki:b2040;MODBASE:P37760;NCBI Reference Sequences Database:NP_416544;Pride:P37760;Protein Model Portal:P37760;Protein Ontology:PRO_000023730;SWISS-MODEL:P37760;Swiss-Model:P37760;UniProt:P37760","InterPro:IPR005913;InterPro:IPR016040;InterPro:IPR029903;Panther:PTHR10491;Pfam:PF04321"
"cori ester","SmallMoleculeReference",NA,"CAS:59-56-3;ChEBI:CHEBI:58601;ChemSpider:5441206;EcoCyc:GLC-1-P;HMDB:HMDB01586;IAF1260:g1p;KEGG LIGAND:C00103;MetaboLights:MTBLC58601;PubChem-compound:7091266;RefMet:Glucose-1-phosphate",NA
"TTP","SmallMoleculeReference",NA,"CAS:365-08-2;ChEBI:CHEBI:37568;ChemSpider:10160750;EcoCyc:TTP;HMDB:HMDB01342;IAF1260:dttp;KEGG LIGAND:C00459;MetaboLights:MTBLC37568;PubChem-compound:11988283;RefMet:TTP",NA
"a sulfhydryls","SmallMoleculeReference",NA,"EcoCyc:Sulfhydryls;KEGG LIGAND:C01525",NA
"dTDP-6-deoxy-beta;-L-mannose","SmallMoleculeReference",NA,"CAS:572-96-3;ChEBI:CHEBI:57510;EcoCyc:DTDP-RHAMNOSE;HMDB:HMDB06354;IAF1260:dtdprmn;KEGG LIGAND:C03319;PubChem-compound:25245982",NA
"P27830","ProteinReference","RffG","EcoCyc:DTDPGLUCDEHYDRAT2-MONOMER;EcoliWiki:b3788;MODBASE:P27830;NCBI Reference Sequences Database:YP_026255;Pride:P27830;Protein Model Portal:P27830;SWISS-MODEL:P27830;UniProt:P27830","InterPro:IPR005888;InterPro:IPR016040;Panther:PTHR10366:SF41;Pfam:PF16363;Protein Data Bank:1BXK"
"P61887","ProteinReference","RffH","Database of Interacting Proteins:DIP-10689N;EcoCyc:DTDPGLUCOSEPP2-MONOMER;EcoliWiki:b3789;MODBASE:P61887;NCBI Reference Sequences Database:NP_418236;Pride:P61887;Protein Model Portal:P61887;Protein Ontology:PRO_000023784;SWISS-MODEL:P61887;UniProt:P61887","InterPro:IPR005835;InterPro:IPR005907;InterPro:IPR029044;Panther:PTHR43532;Pfam:PF00483;Protein Data Bank:1MC3"
