"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"formycin B","chemical-affects","P0ABP8",NA,"12937174;1576149;235429;2494984;3122852;6778874","null"
"guanine","used-to-produce","PO43-",NA,NA,"null"
"guanine","used-to-produce","guanosine",NA,NA,"null"
"guanosine","used-to-produce","alpha;-D-ribose-1P",NA,NA,"null"
"guanosine","consumption-controlled-by","P0ABP8",NA,"235429;3132457","null"
"guanosine","consumption-controlled-by","P0C037",NA,"27941785","null"
"guanosine","consumption-controlled-by","P45563",NA,"15808857;3042752;7007808;7007809","null"
"guanosine","used-to-produce","guanine",NA,NA,"null"
"hydrogen ion","used-to-produce","NH4+",NA,NA,"null"
"hydrogen ion","consumption-controlled-by","P22333",NA,"357905","null"
"hydrogen ion","used-to-produce","inosine",NA,NA,"null"
"hypoxanthine","used-to-produce","PO43-",NA,NA,"null"
"hypoxanthine","used-to-produce","inosine",NA,NA,"null"
"inosine","used-to-produce","alpha;-D-ribose-1P",NA,NA,"null"
"inosine","consumption-controlled-by","P0ABP8",NA,"12937174;235429;2494984;3122852;6778874","null"
"inosine","consumption-controlled-by","P0C037",NA,"27941785","null"
"inosine","consumption-controlled-by","P45563",NA,"15808857;3042752;5323535;7007809","null"
"inosine","used-to-produce","hypoxanthine",NA,NA,"null"
"ribose-5P","used-to-produce","alpha;-D-ribose-1P",NA,NA,"null"
