"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"P09832","ProteinReference","GltD","Database of Interacting Proteins:DIP-9803N;EcoCyc:GLUSYNSMALL-MONOMER;EcoliWiki:b3213;MODBASE:P09832;Mint:MINT-1248739;NCBI Reference Sequences Database:NP_417680;Pride:P09832;Protein Model Portal:P09832;Protein Ontology:PRO_000022805;SWISS-MODEL:P09832;UniProt:P09832","InterPro:IPR006006;InterPro:IPR009051;InterPro:IPR017896;InterPro:IPR023753;InterPro:IPR028261;Pfam:PF07992;Pfam:PF14691;Prosite:PS51379"
"D-aspartic acid","SmallMoleculeReference",NA,"CAS:1783-96-6;ChEBI:CHEBI:29990;ChemSpider:4573880;EcoCyc:CPD-302;HMDB:HMDB06483;KEGG LIGAND:C00402;MetaboLights:MTBLC29990;PubChem-compound:5460295",NA
"met","SmallMoleculeReference","met","CAS:63-68-3;ChEBI:CHEBI:57844;EcoCyc:MET;HMDB:HMDB00696;IAF1260:met__L;KEGG LIGAND:C00073;MetaboLights:MTBLC57844;PubChem-compound:6992087;RefMet:Methionine",NA
"CHPPT","SmallMoleculeReference",NA,"EcoCyc:CPD0-1246;PubChem-compound:25203484",NA
"P09831","ProteinReference","GltB","Database of Interacting Proteins:DIP-9802N;EcoCyc:GLUSYNLARGE-MONOMER;EcoliWiki:b3212;MODBASE:P09831;Mint:MINT-1248755;NCBI Reference Sequences Database:NP_417679;Pride:P09831;Protein Model Portal:P09831;Protein Ontology:PRO_000022804;SWISS-MODEL:P09831;UniProt:P09831","InterPro:IPR002489;InterPro:IPR002932;InterPro:IPR006982;InterPro:IPR013785;InterPro:IPR017932;InterPro:IPR029055;Pfam:PF00310;Pfam:PF01493;Pfam:PF01645;Pfam:PF04898;Prosite:PS51278"
"adenosine-monophosphate","SmallMoleculeReference",NA,"CAS:61-19-8;ChEBI:CHEBI:456215;ChemSpider:10239183;EcoCyc:AMP;HMDB:HMDB00045;IAF1260:amp;KEGG LIGAND:C00020;MetaboLights:MTBLC456215;NCI Open DB:20264;PubChem-compound:15938965;RefMet:AMP",NA
"phosphinothricin","SmallMoleculeReference",NA,"ChEBI:CHEBI:58882;EcoCyc:L-PHOSPHINOTHRICIN;KEGG LIGAND:C05042;PubChem-compound:28305642",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
"ser","SmallMoleculeReference","ser","CAS:56-45-1;ChEBI:CHEBI:33384;EcoCyc:SER;HMDB:HMDB00187;IAF1260:ser__L;KEGG LIGAND:C00065;MetaboLights:MTBLC33384;PubChem-compound:6857581;RefMet:Serine",NA
"GMPPT","SmallMoleculeReference",NA,"EcoCyc:CPD0-1249;PubChem-compound:25202180",NA
"cytidine-triphosphate","SmallMoleculeReference",NA,"CAS:65-47-4;ChEBI:CHEBI:37563;ChemSpider:5414498;EcoCyc:CTP;HMDB:HMDB00082;IAF1260:ctp;KEGG LIGAND:C00063;MetaboLights:MTBLC37563;PubChem-compound:7058166;RefMet:CTP",NA
"gln","SmallMoleculeReference","gln","CAS:56-85-9;ChEBI:CHEBI:58359;EcoCyc:GLN;HMDB:HMDB00641;IAF1260:gln__L;KEGG LIGAND:C00064;MetaboLights:MTBLC58359;PubChem-compound:6992086;RefMet:Glutamine",NA
"PO43-","SmallMoleculeReference",NA,"CAS:14265-44-2;ChEBI:CHEBI:43474;EcoCyc:Pi;HMDB:HMDB00973;IAF1260:pi;KEGG LIGAND:C00009;KNApSAcK:C00007408;MetaboLights:MTBLC43474;PubChem-compound:3681305;RefMet:Phosphoric acid",NA
"glu","SmallMoleculeReference","glu","CAS:56-86-0;ChEBI:CHEBI:29985;ChemSpider:4573882;EcoCyc:GLT;HMDB:HMDB00148;IAF1260:glu__L;KEGG LIGAND:C00025;KNApSAcK:C00001358;MetaboLights:MTBLC29985;PubChem-compound:5460299;RefMet:Glutamic acid",NA
"D,L- gamma;-hydroxyphosphinothricin","SmallMoleculeReference",NA,"EcoCyc:CPD0-1245;PubChem-compound:25200606",NA
"NH4+","SmallMoleculeReference",NA,"CAS:14798-03-9;ChEBI:CHEBI:28938;ChemSpider:218;EcoCyc:AMMONIUM;HMDB:HMDB41827;IAF1260:nh4;KEGG LIGAND:C01342;MetaboLights:MTBLC28938;PubChem-compound:223",NA
"D-glt","SmallMoleculeReference","D-glt","CAS:6893-26-1;ChEBI:CHEBI:29986;EcoCyc:D-GLT;HMDB:HMDB03339;IAF1260:glu__D;KEGG LIGAND:C00217;PubChem-compound:5460297;RefMet:D-Glutamic acid",NA
"2-amino-4-[(phosphonomethyl)hydroxy-phosphinyl]butanoate","SmallMoleculeReference",NA,"EcoCyc:CPD0-1650;PubChem-compound:90658451",NA
"methionine sulfoximine","SmallMoleculeReference",NA,"ChEBI:CHEBI:87826;EcoCyc:CPD-9035;HMDB:HMDB29430;KEGG LIGAND:C03510;PubChem-compound:6992000;RefMet:Methionine sulfoximine",NA
"trp","SmallMoleculeReference","trp","CAS:73-22-3;ChEBI:CHEBI:57912;EcoCyc:TRP;HMDB:HMDB00929;IAF1260:trp__L;KEGG LIGAND:C00078;MetaboLights:MTBLC57912;PubChem-compound:6923516;RefMet:Tryptophan",NA
"D-glucosamine 6-phosphate","SmallMoleculeReference",NA,"CAS:3616-42-0;EcoCyc:D-GLUCOSAMINE-6-P;HMDB:HMDB01254;IAF1260:34709;KEGG LIGAND:C00352",NA
"gly","SmallMoleculeReference","gly","CAS:56-40-6;ChEBI:CHEBI:57305;ChemSpider:730;DrugBank:DB00145;EcoCyc:GLY;HMDB:HMDB00123;IAF1260:gly;KEGG LIGAND:C00037;KNApSAcK:C00001361;MetaboLights:MTBLC15428;PubChem-compound:5257127;RefMet:Glycine",NA
"asp","SmallMoleculeReference","asp","CAS:56-84-8;ChEBI:CHEBI:29991;ChemSpider:4573879;EcoCyc:L-ASPARTATE;HMDB:HMDB00191;IAF1260:asp__L;KEGG LIGAND:C00049;MetaboLights:MTBLC29991;PubChem-compound:5460294;RefMet:Aspartic acid",NA
